key,label,type,sensor,perturbation_type,start,end,samples,relative_position_rmse_m,relative_position_max_m,relative_x_rmse_m,relative_y_rmse_m,relative_z_rmse_m,relative_yaw_rmse_deg,dominant_components,absolute_position_rmse_m,absolute_x_rmse_m,absolute_y_rmse_m,absolute_z_rmse_m,absolute_yaw_rmse_deg
01_straight_road,01 straight_road,temporal_phase,,,1723528213.157124,1723528321.185588,536,1.0703657041308026,2.5787062772709057,0.2794909486950556,0.16043029728419117,1.0207005779807679,0.7483175223802923,z,1.0703657041308026,0.2794909486950556,0.16043029728419117,1.0207005779807679,0.7483175223802923
02_left_turn,02 left_turn,temporal_phase,,,1723528321.185588,1723528237.046052,0,,,,,,,,,,,,
03_straight_road,03 straight_road,temporal_phase,,,1723528237.046052,1723528244.525495,37,0.2308514966814474,0.4748114163104037,0.020357346424425857,0.06544658058306728,0.22044213992928915,0.4840717007002499,yaw,0.7701906741315268,0.2521389823838735,0.20122724048535065,0.699376297688341,0.4187534811774974
04_left_turn,04 left_turn,temporal_phase,,,1723528244.525495,1723528250.465728,29,0.37056641202270263,0.522565883045865,0.24639425401186074,0.27084101461174315,0.05704806844582547,1.380490111725333,yaw,1.0064745195767475,0.12303472941606129,0.31514742634904946,0.9479111316892167,2.749365624345626
05_straight_road,05 straight_road,temporal_phase,,,1723528250.465728,1723528263.265728,64,0.6688207708793623,1.0589283630498794,0.6357671307030642,0.10761337485703518,0.17759713012640882,0.43522491131331387,x,1.05194071408471,0.6325348765000246,0.14557425491754997,0.8278206522341344,0.3099016659155968
06_trees_occlusion,06 trees_occlusion,temporal_phase,,,1723528263.265728,1723528273.585834,54,0.22488190217182516,0.6028144426227885,0.03224297103493739,0.06690591661507288,0.21226365460237287,0.15547382187857156,z,0.49995193497148294,0.10879566924827139,0.17584237072836664,0.4551866653266309,0.38010932972828915
07_straight_road,07 straight_road,temporal_phase,,,1723528273.585834,1723528280.882174,33,0.18970285740768875,0.3660588319356013,0.14039910448911005,0.04148268082623303,0.12064183668515137,0.17501092683926658,yaw,0.40151643515810426,0.2543376437625327,0.2104277973551952,0.2285781108672396,0.2172987589756231
08_left_turn,08 left_turn,temporal_phase,,,1723528280.882174,1723528285.674305,24,0.24565265411265372,0.40944262860448705,0.18656993168854621,0.04203307672747565,0.15417557369163387,0.48709316244999706,yaw,0.33702586362128256,0.2941928545463741,0.12227571334518898,0.10993473977525259,0.8994598999064637
09_straight_road,09 straight_road,temporal_phase,,,1723528285.674305,1723528306.69381,104,0.8558336099576658,1.5179951634861613,0.0533948651209507,0.064878564939099,0.8516988482576037,0.3973652632795858,z,1.0714548805763218,0.10892798895778591,0.13420763640111086,1.057420713180927,0.24377279819710912
10_trees_building_occlusion,10 trees+building_occlusion,temporal_phase,,,1723528306.69381,1723528317.083501,51,0.7484784715799709,2.6276050041787657,0.03183927850681273,0.11626879307729232,0.7387068772654041,0.12921989366607484,z,2.0425727669368228,0.19340131193887186,0.13732726268779274,2.028753475337738,0.13867377768614864
11_u-turn,11 u-turn,temporal_phase,,,1723528317.083501,1723528334.696008,88,0.9102566656828888,1.872511399566148,0.6954626867962744,0.567412776796821,0.15146481248778149,4.727411081403798,yaw,2.6255708536349602,0.5968861604789794,0.612863683070227,2.4822867128637,4.651545137050015
12_speed_breaker,12 speed_breaker,temporal_phase,,,1723528334.696008,1723528336.569798,9,0.25351427600017273,0.333852122496729,0.23755405687138464,0.07534989928596639,0.04647527167681161,1.2888799008637755,yaw,2.7569143593078085,0.4838979085531844,1.4723748511221377,2.2800289244740957,9.218077849784542
13_straight_road,13 straight_road,temporal_phase,,,1723528336.569798,1723528356.963645,101,4.434026509083927,7.939581687240585,1.6946184284444141,3.9934612055977357,0.9171297970415373,9.851175089457966,yaw,5.961026665752275,1.962864856068512,5.35976136572813,1.7187084014075684,3.8958302717197895
14_right_turn,14 right_turn,temporal_phase,,,1723528356.963645,1723528362.235453,26,2.8396824374606715,5.292046572657981,2.7172586647039507,0.811182930598621,0.14927808887882124,20.34867995851702,yaw,10.323374941466056,6.725032779314168,7.783184811100347,0.8763780551201005,27.82439298321994
15_straight_road,15 straight_road,temporal_phase,,,1723528362.235453,1723528378.383415,80,7.858981909887052,11.07017068380025,7.022455659278862,3.4451575804137073,0.761316241460914,24.497167658866122,yaw,16.52507404507603,16.15220595292887,3.4691219465693117,0.386662603888374,16.192952871775738
