timestamp_s,x_m,y_m,z_m,qx,qy,qz,qw
1723528213.2689874,0.0,0.0,0.0,-0.5000000000000001,-0.5,0.5,0.5
1723528213.3690329,0.0007249551126733422,-1.2843592230638112e-05,0.0007398578454740345,0.5000198008838203,0.500003187390127,-0.4999919549341129,-0.49998505610166255
1723528213.4357302,-0.00030879938276484614,-0.00034504613722674543,0.0004296791448723525,-0.500042569362771,-0.4999942004517019,0.49995432229620596,0.5000089038778043
1723528213.4690793,-0.0002772934385575355,-0.0010093034943565726,0.0005887183942832053,-0.5000307154437597,-0.5000136968334451,0.49992569075402726,0.5000298894224848
1723528213.5357766,-0.0003528328961692752,-0.001193043659441173,0.0015322744147852063,-0.500070165273626,-0.5000497711503689,0.4998512029795837,0.5000288302243534
1723528213.635822,0.0006360733532346785,-0.00042054936056956654,0.0010693264193832874,-0.5000445519227011,-0.4999838239565716,0.4999680630400575,0.5000035578015044
1723528213.7025197,0.0002291514392709359,-0.00047115143388509756,0.0015290511073544621,0.5000893521625114,0.49998855666696546,-0.4999654660590841,-0.4999566139217355
1723528213.769217,0.00017640137230046085,-0.0006164495134726167,0.0009735232451930642,0.5001090667769224,0.4999748752003296,-0.4999538730397059,-0.499962168897336
1723528213.8359144,-0.00034375116229057323,-0.0009648687555454671,0.0017135151429101825,0.5001269775773501,0.49994540573703466,-0.4999890956355623,-0.4999384980448187
1723528213.902612,-0.0003067551879212261,-0.0004071658477187156,0.0005508573376573622,0.5000967882412265,0.4999335895864338,-0.5000127763863843,-0.49995682998076224
1723528213.9693098,-0.00026329094544053083,-0.00036370425368659193,0.0021011154167354107,0.5001651765100745,0.4999476917748716,-0.4999859198955188,-0.4999011718348498
1723528214.0359988,-0.0008053987403400243,-0.0006546291988342999,0.0023617215920239687,0.5002050112779634,0.49991334495135253,-0.5000066992097877,-0.49987487932211144
1723528214.06934,-0.0009661131189204754,-0.0006194731104187666,0.0015426140744239092,0.5001676361401458,0.49996970359788473,-0.49995096123347926,-0.4999116597999513
1723528214.1026797,-0.0008513327338732779,-0.0003199013299308716,0.0016251563793048263,0.5001498265599839,0.4999232891289228,-0.5000108553063587,-0.4999159934972488
1723528214.1693604,-0.0003029883664567023,0.0003079262969549746,0.0026713404804468155,0.5002476400061963,0.49986229782455194,-0.500095269045548,-0.4997946615961909
1723528214.2027013,4.720207289210522e-05,0.00010013282735599205,0.0026403015945106745,0.500268341395885,0.49983356090713427,-0.5000823630536304,-0.4998155941450822
1723528214.2693818,0.001381884445436299,0.0009487587376497684,0.003480386920273304,0.5003140104965816,0.4998245046476888,-0.5000916210492445,-0.4997696729603127
1723528214.3360617,-8.857215289026487e-05,0.0009692076127976179,0.003366453805938363,0.5003647735352431,0.4997642725627317,-0.5001811702636818,-0.49968946575700623
1723528214.4027417,0.0013676958624273539,0.0004019158659502862,0.0033395092468708754,0.500342913921651,0.4997622650979747,-0.5001621150436381,-0.4997324339560197
1723528214.5027604,-0.00023000528744887555,0.0005518660182133317,0.0029174508526921272,0.5003455906791429,0.4997684933862854,-0.5001770550142134,-0.49970857161314614
1723528214.5694396,-0.0003075433487538247,0.0008442279067821801,0.002224208088591695,0.5002710466636806,0.4997779408133678,-0.5001793967374584,-0.49977140857168667
1723528214.6694584,-2.7727390261133916e-05,0.0017685821512714028,0.0032627403270453215,0.500382423092438,0.4997401657026778,-0.5002202739223036,-0.4996567571850662
1723528214.736137,0.0001934513857122512,0.0011679029557853937,0.002199108013883233,0.5003217254443101,0.49968228027539247,-0.5002022970781849,-0.4997934091451386
1723528214.8028154,7.84792719059624e-05,0.0002040502877207473,0.0026055420748889446,0.5003149916250454,0.4997661195575613,-0.5001420089838714,-0.4997766558645826
1723528214.8694932,0.0007540328078903259,0.0013108315179124475,0.0029762452468276024,0.5003336715764368,0.49976429595712524,-0.500186891976917,-0.49971485736146914
1723528214.936171,-0.0006988695822656156,-0.0006125835352577268,0.003915165551006794,0.5004413040664522,0.49972534277441094,-0.5001615695579164,-0.4996713793190759
1723528215.0028489,0.0006054656696505845,0.00022082123905420295,0.0028710965998470783,0.5003126675876156,0.49976084431529194,-0.500162415526669,-0.4997638354614692
1723528215.036197,-4.8355035687563934e-05,6.0463022236945114e-05,0.003266379702836275,0.5003694548896669,0.4997251892740727,-0.5001902350378318,-0.49971479124717594
1723528215.1028945,0.000695573748089373,-0.0006663901731371881,0.0021110374946147203,0.500252897578852,0.49976116371127577,-0.5001556101374426,-0.4998301545104663
1723528215.169592,0.0003853709204122424,1.4923222124707064e-06,0.002729019382968545,0.5003111102845843,0.4997598317763011,-0.5001578232175825,-0.49977100290330906
1723528215.2362897,0.00027583574410527955,0.0009122711489908397,0.002629461931064725,0.5002511199949521,0.4998463899179767,-0.5001433499429799,-0.4997589748444506
1723528215.3696852,0.0010425799991935492,0.00016722809232305722,0.0024224123917520046,0.5002455811576807,0.4997941535638647,-0.5001316387864115,-0.49982847706029393
1723528215.4363832,0.001143525238148868,-0.00044063918176107125,0.002484517404809594,0.5002253377612342,0.49975777018927325,-0.5002072120963442,-0.49980949127033153
1723528215.503081,-0.000144061545142904,-0.0007163885748013854,0.0014422390377148986,-0.5001398217179056,-0.4997869823755897,0.5002223714044343,0.49985068783228437
1723528215.5697794,-0.0016662530833855271,-0.0005556124961003659,0.0013111288426443934,-0.500163750234274,-0.4998159349567211,0.5002219274280191,0.49979823672670487
1723528215.6031291,-0.0014483585255220535,-0.001354723237454891,0.002206773031502962,0.5002353686545862,0.49979940049183263,-0.5001977982510395,-0.4997672436643157
1723528215.6698275,-0.002069848356768489,-0.0015095400158315895,0.0020102807320654392,-0.5002481281994086,-0.4997834355808829,0.5002482726635462,0.4997199150014896
1723528215.7031763,-0.003463930916041136,-0.0010928898118436332,0.0025247610174119473,-0.5001616570172823,-0.49989310064365705,0.5002348448432723,0.4997102208112463
1723528215.7698746,-0.0037643634714186196,-0.0018360076937824483,0.001402066322043538,-0.5000366932239476,-0.49996420172387995,0.5002599343828689,0.4997390323714078
1723528215.8365734,-0.006376767065376043,-0.002064359374344348,0.0010484015801921487,-0.5000540431435455,-0.4999548197206551,0.5003132016683901,0.4996777285513187
1723528215.8699234,-0.007231520488858223,-0.0019465385703369966,0.0006527769728563726,-0.5000457870544949,-0.49994062301456654,0.5003870118582131,0.4996262830080765
1723528215.969971,-0.009137120097875595,-0.0008415186312049616,0.001952204736880958,-0.5000449757645687,-0.5000119918126916,0.5005492732516318,0.49939308695994206
1723528216.0366688,-0.01175167877227068,-0.0010508667910471543,0.0005228945519775152,-0.49995453880673396,-0.5000601741297945,0.500622347794062,0.4993621393988404
1723528216.070018,-0.011310447007417679,-0.00017034776101354371,-0.0003456445410847664,-0.4997956193305605,-0.5001719387270478,0.5006794086238348,0.49935208058853137
1723528216.136715,-0.012880221009254456,-0.001535236719064413,-0.0002453775960020721,-0.49978823133524897,-0.5002242661157861,0.5006933942734452,0.4992930325356476
1723528216.2034123,-0.014780585654079914,-0.003642406314611433,9.32602197281085e-05,-0.49975814154663883,-0.5002860487917364,0.5006668985848277,0.4992878188015924
1723528216.2367604,-0.017524639144539833,-0.0034712427295744397,-7.683921285206452e-05,-0.499724410782724,-0.5003373898701393,0.5007062812613879,0.4992306375526122
1723528216.3034575,-0.021607844159007072,-0.0022794152610003922,-0.0014683135086670518,-0.49957451788083035,-0.5004052821222387,0.5008443698558808,0.49917408976424693
1723528216.3368068,-0.02394326590001583,-0.0024663438089191883,-0.002467645797878504,-0.49952323479784533,-0.5004155830358972,0.5009159716193595,0.49914323748656847
1723528216.4035041,-0.023996267467737198,-0.0039921542629599545,-4.214948057779111e-05,-0.49959027367209174,-0.5004707707781249,0.5009631906687828,0.49897339372350014
1723528216.4702013,-0.024796050041913986,-0.0048242709599435295,-0.0016790268709883094,-0.49943608012835433,-0.500501080167244,0.5010603303166655,0.49899981563162926
1723528216.5368989,-0.027827631682157516,-0.004743614699691531,-0.0007611551554873586,-0.49941004988275317,-0.5005736622077921,0.5011442614167916,0.4988687603258032
1723528216.6035964,-0.032328203320503235,-0.004347482696175571,-0.002389700384810567,-0.4992254289224953,-0.5007015250850495,0.5012511621640525,0.4988178287950851
1723528216.670294,-0.033491767942905426,-0.004217421170324083,-0.002356736920773983,-0.49915312168455866,-0.5007573072704662,0.5013670385686274,0.4987177287451456
1723528216.7369916,-0.03768199309706688,-0.005032712128013368,-0.002431641099974513,-0.49920897924297997,-0.5007988906318122,0.5014701833790217,0.49851632006077656
1723528216.8036892,-0.040926240384578705,-0.004061057697981591,-0.002219895599409938,-0.4992676435471388,-0.500794447413073,0.5016811440843172,0.498249707694217
1723528216.870387,-0.04383552074432373,-0.005735462531447405,-0.0031751669012010098,-0.4990811235506859,-0.50089515541769,0.5017108456636855,0.4983054311743981
1723528216.937085,-0.04635031148791313,-0.004601822234690183,-0.0025440833996981382,-0.4989644407141005,-0.5010353972118137,0.5018164027599384,0.4981749848845689
1723528217.0037825,-0.04926590621471405,-0.00579268811270594,-0.0012442143633961678,-0.49892742011951413,-0.5011661234571207,0.5018256916325815,0.4980712011041486
1723528217.0705059,-0.050314001739025116,-0.007238121703267091,-0.002541735302656889,-0.4987224484584341,-0.5012233414284151,0.5018769261281801,0.49816727354482887
1723528217.1705902,-0.05833284184336662,-0.005912113003432744,-0.0030124890618026257,-0.4985769206844031,-0.5014097160075552,0.502123759148868,0.49787657240755034
1723528217.2039528,-0.05897020921111107,-0.006345510948449366,-0.003033912740647793,-0.4984177835762808,-0.5015018488960242,0.502172399054876,0.49789405519271607
1723528217.2706769,-0.062422435730695724,-0.008012937381863587,-0.004960692021995783,-0.4983046780745299,-0.5016063131348001,0.5022795442947492,0.4977939471462174
1723528217.3040385,-0.06513312458992004,-0.00804492272436618,-0.0034397942945361137,-0.498342836649781,-0.501655834632937,0.5023158974159234,0.49766914706641896
1723528217.370763,-0.06882020831108093,-0.009029701352119437,-0.005423218011856079,-0.4982545218101062,-0.5017110957031399,0.5024626915330355,0.4975536670164485
