stamp,time_from_start_s,gt_stamp,match_dt_s,output_x_m,output_y_m,output_z_m,output_yaw_rad,gt_x_m,gt_y_m,gt_z_m,gt_yaw_rad,x_error_m,y_error_m,z_error_m,yaw_error_rad,yaw_error_deg,position_error_m
1723528213.2248342,0.0,1723528213.8162684,-0.5914342403411865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723528213.2248342,0.0,1723528213.8162684,-0.5914342403411865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723528213.3186967,0.09386253356933594,1723528213.8162684,-0.4975717067718506,-0.022594070062041283,0.005574949085712433,-0.0006940736202523112,0.00047114669040438815,0.0,0.0,0.0,0.0,-0.022594070062041283,0.005574949085712433,-0.0006940736202523112,0.00047114669040438815,0.026994716891728283,0.02328204882451384
1723528213.3186967,0.09386253356933594,1723528213.8162684,-0.4975717067718506,-0.022594070062041283,0.005574949085712433,-0.0006940736202523112,0.00047114669040438815,0.0,0.0,0.0,0.0,-0.022594070062041283,0.005574949085712433,-0.0006940736202523112,0.00047114669040438815,0.026994716891728283,0.02328204882451384
1723528213.3186967,0.09386253356933594,1723528213.8162684,-0.4975717067718506,-0.022594070062041283,0.005574949085712433,-0.0006940736202523112,0.00047114677910360594,0.0,0.0,0.0,0.0,-0.022594070062041283,0.005574949085712433,-0.0006940736202523112,0.00047114677910360594,0.026994721973819108,0.02328204882451384
1723528213.3186967,0.09386253356933594,1723528213.8162684,-0.4975717067718506,-0.022594070062041283,0.005574949085712433,-0.0006940736202523112,0.00047114677910360594,0.0,0.0,0.0,0.0,-0.022594070062041283,0.005574949085712433,-0.0006940736202523112,0.00047114677910360594,0.026994721973819108,0.02328204882451384
1723528213.8221056,0.5972714424133301,1723528213.8162684,0.005837202072143555,-0.022438324987888336,0.006137040443718433,-0.0006888860953040421,0.00022809699507816522,0.0,0.0,0.0,0.0,-0.022438324987888336,0.006137040443718433,-0.0006888860953040421,0.0002280969950781652,0.013068995137595176,0.023272650423237853
1723528213.8221056,0.5972714424133301,1723528213.8162684,0.005837202072143555,-0.022438324987888336,0.006137040443718433,-0.0006888860953040421,0.00022809699507816522,0.0,0.0,0.0,0.0,-0.022438324987888336,0.006137040443718433,-0.0006888860953040421,0.0002280969950781652,0.013068995137595176,0.023272650423237853
1723528214.32914,1.1043057441711426,1723528214.2956884,0.03345155715942383,-0.03946933150291443,0.007369618397206068,0.0013554332545027137,-0.00011976708457437647,0.004173,0.011807000000000002,-0.0016250000000000001,-0.0005500508,-0.043642331502914425,-0.0044373816027939335,0.002980433254502714,0.00043028371542562353,0.024653440887096385,0.043968470940932626
1723528214.32914,1.1043057441711426,1723528214.2956884,0.03345155715942383,-0.03946933150291443,0.007369618397206068,0.0013554332545027137,-0.00011976708457437647,0.004173,0.011807000000000002,-0.0016250000000000001,-0.0005500508,-0.043642331502914425,-0.0044373816027939335,0.002980433254502714,0.00043028371542562353,0.024653440887096385,0.043968470940932626
1723528214.8308136,1.6059794425964355,1723528214.7914536,0.03936004638671875,-0.016865655779838562,-0.010969443246722221,0.003349944017827511,0.0006112595027549285,-0.004191,-0.0002149999999999999,0.0031899999999999997,-0.0005914283,-0.012674655779838562,-0.010754443246722221,0.00015994401782751114,0.0012026878027549285,0.06890893516971983,0.016623192556581994
1723528214.8308136,1.6059794425964355,1723528214.7914536,0.03936004638671875,-0.016865655779838562,-0.010969443246722221,0.003349944017827511,0.0006112595027549285,-0.004191,-0.0002149999999999999,0.0031899999999999997,-0.0005914283,-0.012674655779838562,-0.010754443246722221,0.00015994401782751114,0.0012026878027549285,0.06890893516971983,0.016623192556581994
1723528215.3360739,2.1112396717071533,1723528215.3080776,0.027996301651000977,-0.01381293311715126,-0.024026114493608475,0.0015803106362000108,0.0002476627955959388,-0.008763,0.004352,0.0016909999999999998,-0.0006332300999999999,-0.00504993311715126,-0.028378114493608476,-0.00011068936379998902,0.0008808928955959386,0.050471445120705546,0.028824147148446753
1723528215.3360739,2.1112396717071533,1723528215.3080776,0.027996301651000977,-0.01381293311715126,-0.024026114493608475,0.0015803106362000108,0.0002476627955959388,-0.008763,0.004352,0.0016909999999999998,-0.0006332300999999999,-0.00504993311715126,-0.028378114493608476,-0.00011068936379998902,0.0008808928955959386,0.050471445120705546,0.028824147148446753
1723528215.84006,2.6152257919311523,1723528215.8239462,0.016113758087158203,-0.0017361566424369812,-0.026858530938625336,0.0007422470953315496,0.0005482164996733533,-0.0038450000000000003,0.0026210000000000005,-0.002689,-0.0009272543,0.002108843357563019,-0.029479530938625337,0.0034312470953315496,0.0014754707996733531,0.0845382496160757,0.02975337663690169
1723528215.84006,2.6152257919311523,1723528215.8239462,0.016113758087158203,-0.0017361566424369812,-0.026858530938625336,0.0007422470953315496,0.0005482164996733533,-0.0038450000000000003,0.0026210000000000005,-0.002689,-0.0009272543,0.002108843357563019,-0.029479530938625337,0.0034312470953315496,0.0014754707996733531,0.0845382496160757,0.02975337663690169
1723528216.3433418,3.1185076236724854,1723528216.31508,0.028261899948120117,0.02164130099117756,-0.031935080885887146,0.0010822666808962822,0.0023048549260399694,0.00464,0.001991,-0.0025310000000000003,0.0013729603,0.01700130099117756,-0.033926080885887146,0.0036132666808962825,0.0009318946260399694,0.05339362902301239,0.03811927197331617
1723528216.3433418,3.1185076236724854,1723528216.31508,0.028261899948120117,0.02164130099117756,-0.031935080885887146,0.0010822666808962822,0.0023048549260399694,0.00464,0.001991,-0.0025310000000000003,0.0013729603,0.01700130099117756,-0.033926080885887146,0.0036132666808962825,0.0009318946260399694,0.05339362902301239,0.03811927197331617
1723528216.84599,3.6211557388305664,1723528216.826292,0.019697904586791992,0.04902397841215134,-0.04312647879123688,0.004580862354487181,0.0053233861125376,0.030004000000000003,-0.0054199999999999995,-0.000593,0.0050987081,0.019019978412151334,-0.037706478791236876,0.0051738623544871805,0.00022467801253760016,0.012873101867791885,0.042547702326869295
1723528216.84599,3.6211557388305664,1723528216.826292,0.019697904586791992,0.04902397841215134,-0.04312647879123688,0.004580862354487181,0.0053233861125376,0.030004000000000003,-0.0054199999999999995,-0.000593,0.0050987081,0.019019978412151334,-0.037706478791236876,0.0051738623544871805,0.00022467801253760016,0.012873101867791885,0.042547702326869295
1723528217.3522243,4.127390146255493,1723528217.3047664,0.04745793342590332,0.07354005426168442,-0.040896784514188766,0.0009738371009007096,0.008543674441846307,0.049391,-0.0067410000000000005,-0.004431999999999999,0.0069779452,0.02414905426168442,-0.03415578451418877,0.005405837100900709,0.001565729241846307,0.08970967741801156,0.042178401016100056
1723528217.3522243,4.127390146255493,1723528217.3047664,0.04745793342590332,0.07354005426168442,-0.040896784514188766,0.0009738371009007096,0.008543674441846307,0.049391,-0.0067410000000000005,-0.004431999999999999,0.0069779452,0.02414905426168442,-0.03415578451418877,0.005405837100900709,0.001565729241846307,0.08970967741801156,0.042178401016100056
1723528217.8605692,4.635735034942627,1723528217.865025,-0.0044558048248291016,0.09304790198802948,-0.04334540665149689,0.0021270914003252983,0.011524188825996512,0.071701,-0.014944,-0.005336,0.0112747785,0.02134690198802948,-0.028401406651496888,0.007463091400325298,0.0002494103259965113,0.014290159046582096,0.036304653386581696
1723528217.8605692,4.635735034942627,1723528217.865025,-0.0044558048248291016,0.09304790198802948,-0.04334540665149689,0.0021270914003252983,0.011524188825996512,0.071701,-0.014944,-0.005336,0.0112747785,0.02134690198802948,-0.028401406651496888,0.007463091400325298,0.0002494103259965113,0.014290159046582096,0.036304653386581696
1723528218.4607987,5.23596453666687,1723528218.4610808,-0.00028204917907714844,0.1316000074148178,-0.04811711236834526,0.005195982288569212,0.015069696851353318,0.107205,-0.018298000000000002,-0.004233,0.0141674164,0.024395007414817815,-0.02981911236834526,0.009428982288569213,0.0009022804513533177,0.05169686179970409,0.03966360493201758
1723528218.4607987,5.23596453666687,1723528218.4610808,-0.00028204917907714844,0.1316000074148178,-0.04811711236834526,0.005195982288569212,0.015069696851353318,0.107205,-0.018298000000000002,-0.004233,0.0141674164,0.024395007414817815,-0.02981911236834526,0.009428982288569213,0.0009022804513533177,0.05169686179970409,0.03966360493201758
1723528218.9690516,5.744217395782471,1723528218.9815328,-0.012481212615966797,0.1702565848827362,-0.062350086867809296,0.013302394188940525,0.021313968193282903,0.154652,-0.027561000000000002,-0.00232,0.021593941800000002,0.015604584882736194,-0.034789086867809293,0.015622394188940524,-0.0002799736067170995,-0.016041306039945358,0.04120488848004739
1723528218.9690516,5.744217395782471,1723528218.9815328,-0.012481212615966797,0.1702565848827362,-0.062350086867809296,0.013302394188940525,0.021313968193282903,0.154652,-0.027561000000000002,-0.00232,0.021593941800000002,0.015604584882736194,-0.034789086867809293,0.015622394188940524,-0.0002799736067170995,-0.016041306039945358,0.04120488848004739
1723528219.4787238,6.253889560699463,1723528219.4723525,0.006371259689331055,0.34057021141052246,-0.09509392082691193,0.011509843170642853,0.03808845886049661,0.288975,-0.04343,-0.007549999999999999,0.0373782559,0.05159521141052248,-0.05166392082691192,0.019059843170642854,0.0007102029604966129,0.040691632234152245,0.07546193860082998
1723528219.4787238,6.253889560699463,1723528219.4723525,0.006371259689331055,0.34057021141052246,-0.09509392082691193,0.011509843170642853,0.03808845886049661,0.288975,-0.04343,-0.007549999999999999,0.0373782559,0.05159521141052248,-0.05166392082691192,0.019059843170642854,0.0007102029604966129,0.040691632234152245,0.07546193860082998
1723528220.0753973,6.850563049316406,1723528220.0572646,0.018132686614990234,0.6483127474784851,-0.13175135850906372,0.008698774501681328,0.06802252031077788,0.560403,-0.072166,-0.011517,0.0691251263,0.08790974747848512,-0.05958535850906373,0.020215774501681327,-0.0011026059892221274,-0.06317466964827503,0.1081074289264503
1723528220.0753973,6.850563049316406,1723528220.0572646,0.018132686614990234,0.6483127474784851,-0.13175135850906372,0.008698774501681328,0.06802252031077788,0.560403,-0.072166,-0.011517,0.0691251263,0.08790974747848512,-0.05958535850906373,0.020215774501681327,-0.0011026059892221274,-0.06317466964827503,0.1081074289264503
1723528220.5866866,7.361852407455444,1723528220.5757902,0.010896444320678711,0.9551334381103516,-0.157395601272583,-0.00031162891536951065,0.0904185045436952,0.8494839999999999,-0.10908699999999999,-0.024995,0.09252355420000001,0.10564943811035166,-0.04830860127258302,0.02468337108463049,-0.002105049656304814,-0.12061046097173037,0.11876360359153813
