key,label,type,sensor,perturbation_type,start,end,x_rmse_m,y_rmse_m,z_rmse_m,yaw_rmse_rad,position_rmse_m,position_max_m,worst_component,samples
01_warmup,01 warmup,straight,,,1621218776.071249,1621218787.571249,0.0755635220034099,1.4693684868948664,0.07255860565585989,0.016105266577686433,1.4730982137630848,8.048763087539971,position_max_m,115
02_left_turn,02 left_turn,turn_left,,,1621218788.071249,1621218791.571249,2.809430338738956,15.243649753299854,0.13087923309620422,0.7449890164016277,15.500931778546779,20.959022781123032,position_max_m,35
03_straight,03 straight,straight,,,1621218791.571249,1621218810.071249,64.34298587261188,22.730106301643374,0.32795804480330915,1.5512892545468437,68.24064126285955,117.01648499291132,position_max_m,137
