stamp,time_from_start_s,x_error_m,y_error_m,z_error_m,yaw_error_rad,yaw_error_deg,position_error_m,relative_x_error_m,relative_y_error_m,relative_z_error_m,relative_yaw_error_rad,relative_yaw_error_deg,relative_position_error_m
1723528285.7346408,0.0,0.016816269429952513,0.4917426287031361,-1.230591614070529,-0.003256539546031778,-0.18658597180506997,1.3253110278052171,0.0,0.0,0.0,0.0,0.0,0.0
1723528285.7346408,0.0,0.016816269429952513,0.4917426287031361,-1.230591614070529,-0.003256539546031778,-0.18658597180506997,1.3253110278052171,0.0,0.0,0.0,0.0,0.0,0.0
1723528285.8367841,0.1021432876586914,0.036264897161927934,0.4943265725391228,-1.2358764587541176,-0.0030923085541592066,-0.17717622910552427,1.3315646902749636,0.01944862773197542,0.0025839438359867017,-0.005284844683588474,0.0001642309918725715,0.009409742699545672,0.02031884518702159
1723528285.8367841,0.1021432876586914,0.036264897161927934,0.4943265725391228,-1.2358764587541176,-0.0030923085541592066,-0.17717622910552427,1.3315646902749636,0.01944862773197542,0.0025839438359867017,-0.005284844683588474,0.0001642309918725715,0.009409742699545672,0.02031884518702159
1723528285.935581,0.20094013214111328,0.046667166051783227,0.5020588300241116,-1.2313171958370823,-0.0011346697731577924,-0.06501178914300801,1.3305573756725337,0.029850896621830714,0.010316201320975438,-0.0007255817665532405,0.0021218697728739855,0.12157418266206194,0.03159155753871711
1723528285.935581,0.20094013214111328,0.046667166051783227,0.5020588300241116,-1.2313171958370823,-0.0011346697731577924,-0.06501178914300801,1.3305573756725337,0.029850896621830714,0.010316201320975438,-0.0007255817665532405,0.0021218697728739855,0.12157418266206194,0.03159155753871711
1723528286.0392473,0.30460643768310547,0.04932158163300926,0.5030469034460552,-1.2400408373460423,-0.0006359498948076414,-0.03643724495426652,1.3391004756056657,0.032505312203056747,0.011304274742919063,-0.00944922327551323,0.0026205896512241367,0.15014872685080344,0.03568851032744416
1723528286.0392473,0.30460643768310547,0.04932158163300926,0.5030469034460552,-1.2400408373460423,-0.0006359498948076414,-0.03643724495426652,1.3391004756056657,0.032505312203056747,0.011304274742919063,-0.00944922327551323,0.0026205896512241367,0.15014872685080344,0.03568851032744416
1723528286.13821,0.40356922149658203,0.054132339824143116,0.49893996769293025,-1.2348240127292747,8.343619603223829e-05,0.004780541891273439,1.3329147549596285,0.037316070394190604,0.007197338989794133,-0.004232398658745584,0.0033399757420640164,0.1913665136963434,0.038238776086647316
1723528286.13821,0.40356922149658203,0.054132339824143116,0.49893996769293025,-1.2348240127292747,8.343619603223829e-05,0.004780541891273439,1.3329147549596285,0.037316070394190604,0.007197338989794133,-0.004232398658745584,0.0033399757420640164,0.1913665136963434,0.038238776086647316
1723528286.2406306,0.5059897899627686,0.0384055666876435,0.48825446614046797,-1.2382509992359907,6.480480394532862e-07,3.713041758240076e-05,1.3315903831012155,0.021589297257690987,-0.003488162562668151,-0.007659385165461607,0.0032571875940712314,0.18662310222265235,0.023171776264616327
1723528286.2406306,0.5059897899627686,0.0384055666876435,0.48825446614046797,-1.2382509992359907,6.480480394532862e-07,3.713041758240076e-05,1.3315903831012155,0.021589297257690987,-0.003488162562668151,-0.007659385165461607,0.0032571875940712314,0.18662310222265235,0.023171776264616327
1723528286.3407836,0.6061427593231201,0.04264858387009696,0.48521675819100807,-1.22832609233119,-0.0006390091962649168,-0.03661253001602662,1.3213777632596695,0.025832314440144444,-0.006525870512128051,0.002265521739339027,0.002617530349766861,0.14997344178904334,0.026740008302672147
1723528286.3407836,0.6061427593231201,0.04264858387009696,0.48521675819100807,-1.22832609233119,-0.0006390091962649168,-0.03661253001602662,1.3213777632596695,0.025832314440144444,-0.006525870512128051,0.002265521739339027,0.002617530349766861,0.14997344178904334,0.026740008302672147
