ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1782468097.0275023,startup,none,none,fusion_node_started,0.0,0.0
1723528215.505823,1782468114.630114,switch,none,fast_livo2,initial_healthy_source,0.0,0.0
1723528229.3702307,1782468142.358212,alignment_overlap_reset,fast_livo2,orbslam3,"fast_livo2_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528229.3702307,1782468142.3635225,switch,fast_livo2,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",4.47545209131181e-16,0.0
1723528229.3752625,1782468142.368591,switch_applied,fast_livo2,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528240.901277,1782468165.4201882,switch,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,1.7763568394002505e-15,0.0
1723528241.1027396,1782468165.824062,switch_applied,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,0.25957120701890724,0.1811828981244843
1723528262.7686691,1782468209.1546113,alignment_overlap_reset,fast_livo2,orbslam3,"fast_livo2_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528262.7686691,1782468209.1568098,switch,fast_livo2,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",3.5596458096434965e-15,0.0
1723528262.7686691,1782468209.1599488,switch_applied,fast_livo2,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528279.5026648,1782468242.623074,switch,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,0.0,0.0
1723528279.6690753,1782468242.9564052,switch_applied,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,0.2647830435772789,0.35815781929814183
1723528410.370467,1782468504.3624887,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:delayed_pose_timestamp,0.0,0.0
