timestamp_s,x_m,y_m,z_m,qx,qy,qz,qw
1723528213.2187629,0.0,0.0,0.0,-0.009516206722285972,0.011213908240099506,0.0001067254130929265,0.9998918334906469
1723528213.4201205,0.004145135637372732,0.003846263512969017,0.0006438562995754182,-0.009543024134293608,0.011186749499848492,-6.138980356804055e-05,0.9998918859343204
1723528213.6215644,0.003503017360344529,0.0012214871821925044,2.770898208837025e-05,-0.009560283623274123,0.011197646120227075,-1.2816559401803307e-05,0.999891600891889
1723528213.823563,0.0028051319532096386,0.0041002375073730946,0.00046777183888480067,-0.009550932637719906,0.011205922843225987,-0.00013714198117550225,0.999891588208971
1723528214.02559,-0.002877048682421446,0.001727284281514585,-6.2182225519791245e-06,-0.0096101767243411,0.011253495629752,1.0191588416188537e-05,0.9998904956221805
1723528214.2266083,-0.0063421293161809444,0.0024474880192428827,0.0019083463121205568,-0.009598154971630496,0.011204697022091462,5.401423416498273e-05,0.9998911577108012
1723528214.4287896,-0.0041996389627456665,0.001354755717329681,-0.000936258293222636,-0.009510976025016927,0.011216724212881932,2.951035254943366e-05,0.9998918569336
1723528214.630425,-0.0018510040827095509,-0.002838567830622196,0.0011459585512056947,-0.00954322005883022,0.011195526205550838,9.207950716771708e-05,0.9998917834772191
1723528214.8319511,0.00010782535537146032,-0.001077100052498281,3.0384500860236585e-05,-0.009531797118473845,0.011218463999340922,0.00018441636957832868,0.9998916225770623
1723528215.033581,-0.0003316916699986905,-0.0008674187702126801,0.0005302992067299783,-0.009514659118868153,0.011197548039055412,0.00014831558227817353,0.9998920262619624
1723528215.235477,-0.000738536415155977,-0.003664631862193346,0.0022081974893808365,-0.009588316400117808,0.011212085804972677,0.00014284356418738618,0.9998911605351001
1723528215.4375358,-0.003363955533131957,-0.004318000748753548,0.002709919586777687,-0.009564667632953631,0.011181915769287927,0.00017178805536527454,0.9998917203285883
1723528215.6388857,0.003293164074420929,-0.006836140062659979,0.0016037959139794111,-0.009518807508204358,0.011186813653005591,0.0002304964953500853,0.9998920913655035
1723528215.8406963,0.007056976202875376,-0.004386540502309799,0.002346276305615902,-0.009560847310225794,0.011179321090079885,0.0006286753557246658,0.9998916029980313
1723528216.0428762,0.01226461585611105,-0.008500677533447742,-0.001219612779095769,-0.009497178861376437,0.011180875267317583,0.0009741842287481733,0.9998919154523754
1723528216.244563,0.02376609854400158,-0.009701277129352093,0.0004363644984550774,-0.009565015240250729,0.011191971003310614,0.0014275286750170019,0.9998906002310437
1723528216.446322,0.030195729807019234,-0.010541172698140144,0.00134046352468431,-0.009515054395109274,0.011179536642377415,0.0019184883224407845,0.9998903945447604
1723528216.6479208,0.044665757566690445,-0.009778535924851894,-0.0009741103858686984,-0.009503439507879645,0.011193850538008792,0.0024262070760862355,0.9998892417997489
1723528216.8491592,0.05472613871097565,-0.008857456967234612,0.0016482671489939094,-0.00951242121636586,0.011184931016325218,0.0030812981144933724,0.9998874520478254
1723528217.0512474,0.060915686190128326,-0.013488809578120708,-0.002154745627194643,-0.00949752829498663,0.01118644765058761,0.0036176144399023688,0.9998857800824107
