ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1782469203.5599096,startup,none,none,fusion_node_started,0.0,0.0
1723528215.4966302,1782469221.558936,switch,none,lvisam,initial_healthy_source,0.0,0.0
1723528227.9630015,1782469246.4911842,alignment_overlap_reset,lvisam,orbslam3,"lvisam_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528227.9630015,1782469246.4945526,switch,lvisam,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528227.9630015,1782469246.498035,output_gap,orbslam3,orbslam3,gap_sec=1.242,0.0,0.0
1723528227.9630015,1782469246.4999826,switch_applied,lvisam,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528372.7655013,1782469536.0961926,failure,orbslam3,none,both_estimators_unhealthy,0.0,0.0
