timestamp,pos_x,pos_y,pos_z,qx,qy,qz,qw,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z
1723528262.044761419,2.769916206,33.660533062,-0.249171136,-0.008425918,0.010171673,-0.998912472,0.044714813,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528262.133185863,2.489590575,33.696940934,-0.259953334,-0.008743659,0.008196408,-0.998863077,0.046140218,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528262.215644598,2.206403762,33.739547502,-0.257507391,-0.009213844,0.005718788,-0.998870568,0.046260013,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528262.331801414,1.935594553,33.770008340,-0.254658128,-0.009903147,0.004461375,-0.998834341,0.047031728,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528262.418639183,1.657533494,33.805249850,-0.258115805,-0.009419406,0.003346377,-0.998816632,0.047596343,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528262.544421673,1.377852472,33.834037820,-0.295213322,-0.007228656,0.009796308,-0.998800316,0.047431079,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528262.658250093,1.108622750,33.870494402,-0.218639084,-0.006388292,0.004236153,-0.998813657,0.048088698,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528262.743864775,0.836028653,33.891534250,-0.228033265,-0.006098400,0.003031329,-0.998828884,0.047900735,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528262.845795393,0.559256691,33.924620371,-0.250421757,-0.005975955,0.002842080,-0.998876094,0.046933573,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528262.906152248,0.287041712,33.965992564,-0.247180049,-0.004987080,0.004230686,-0.998870236,0.047068912,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528263.049745560,0.014906069,34.004488200,-0.236403042,-0.004939416,0.002921243,-0.998926688,0.045962374,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528263.161763906,-0.273947788,34.045465282,-0.239766719,-0.005467813,0.001974031,-0.998946213,0.045526588,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528263.236822605,-0.552295885,34.084126340,-0.236948623,-0.005424273,0.000545475,-0.998978967,0.044847551,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528263.357836485,-0.842931322,34.129326191,-0.228576524,-0.005470817,-0.000376019,-0.999001424,0.044340541,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528263.420546055,-1.122491585,34.152007715,-0.227962051,-0.005775450,-0.000921673,-0.999041912,0.043371110,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528263.525827169,-1.397035386,34.186768450,-0.239286442,-0.005171195,-0.000906203,-0.999065510,0.042901573,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528263.651695728,-1.668972585,34.225440385,-0.237878572,-0.005040703,-0.001933858,-0.999107319,0.041897684,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528263.752510548,-1.946589082,34.265162029,-0.239824873,-0.005213736,-0.001652670,-0.999131110,0.041317185,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528263.841169834,-2.222530802,34.295696154,-0.244051864,-0.003836094,-0.001756927,-0.999150657,0.040989785,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528263.921624660,-2.506791832,34.333826497,-0.227784326,-0.004244973,-0.002138036,-0.999198336,0.039750400,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528264.049658298,-2.781736044,34.372736038,-0.237645474,-0.004458907,-0.001993210,-0.999191380,0.039909033,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528264.126687050,-3.067569596,34.408160409,-0.243190028,-0.003837583,-0.002531323,-0.999215931,0.039324155,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528264.267624378,-3.341342988,34.452416461,-0.243136293,-0.003846297,-0.002665248,-0.999260588,0.038162549,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528264.377355814,-3.615336819,34.488875331,-0.235139118,-0.003510312,0.000242964,-0.999303130,0.037160090,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528264.465133190,-3.902065192,34.538407802,-0.227735866,-0.007526618,-0.002667475,-0.999315233,0.036128943,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528264.545493841,-4.173353441,34.589307182,-0.205170845,-0.010797237,-0.009001100,-0.999294623,0.034823207,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528264.653913736,-4.444976808,34.625418137,-0.184975138,-0.016764611,-0.007942240,-0.999212034,0.035088169,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528264.775071383,-4.703716799,34.662465636,-0.201910770,-0.021437590,-0.003491009,-0.999184322,0.034043108,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528264.885998964,-4.978415409,34.688566849,-0.205167020,-0.024884356,-0.001291629,-0.999160622,0.032513873,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528264.978322506,-5.250893709,34.725688882,-0.207415557,-0.028902197,0.001185500,-0.999078950,0.031694001,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528265.083072901,-5.534275745,34.779170558,-0.201687550,-0.032194376,0.000779996,-0.998981735,0.031597584,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
