ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1783267615.535435,startup,none,none,fusion_node_started,0.0,0.0
1723528213.213649,1783267628.374676,bag_clock_started,none,none,waiting_for_localization_start_delay,0.0,0.0
1723528221.2157779,1783267636.376547,switch,none,lvisam,initial_healthy_source,0.0,0.0
1723528246.823498,1783267661.9843037,alignment_invalidated,orbslam3,orbslam3,"orb_unhealthy:delayed_pose_timestamp,stale_pose,tracking_lost",0.0,0.0
