ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1782467229.3315644,startup,none,none,fusion_node_started,0.0,0.0
1723528215.5037513,1782467247.365965,switch,none,fast_livo2,initial_healthy_source,0.0,0.0
1723528244.3679829,1782467305.0952482,alignment_overlap_reset,fast_livo2,orbslam3,"fast_livo2_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528244.3679829,1782467305.0981357,switch,fast_livo2,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",7.108895957933346e-15,0.0
1723528244.3679829,1782467305.0996072,switch_applied,fast_livo2,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528257.7056906,1782467331.7701616,switch,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,0.0,0.0
1723528257.8686826,1782467332.0962899,switch_applied,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,0.14414171597917944,0.030919912279815033
1723528262.7716477,1782467341.9034948,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,3.5596458096434965e-15,0.0
1723528262.7716477,1782467341.9072545,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528265.700725,1782467347.7609272,switch,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,3.552713678800501e-15,0.0
1723528265.8347952,1782467348.028713,switch_applied,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,0.1726997650892453,0.0916285881962912
1723528289.5707262,1782467395.500317,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,2.6645352591003757e-15,0.0
1723528289.5707262,1782467395.5028567,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528292.1050627,1782467400.56872,switch,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,1.464821375527116e-14,0.0
1723528292.2363734,1782467400.8422556,switch_applied,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,0.19887699550954407,0.03309676736516288
1723528300.7697139,1782467417.8986454,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,4.40880173115618e-14,0.0
1723528300.7697139,1782467417.9013827,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528303.3050299,1782467422.9688458,switch,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,1.464821375527116e-14,0.0
1723528303.370818,1782467423.1003194,switch_applied,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,0.07201432047893291,0.04062858386153963
1723528303.5687819,1782467423.496388,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,2.847716647714797e-14,0.0
1723528303.5687819,1782467423.4985774,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528306.1055098,1782467428.5700502,switch,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,7.32410687763558e-15,0.0
1723528306.2015731,1782467428.7622006,switch_applied,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,0.06336304909721102,0.08741594636976832
1723528350.5697596,1782467517.5024512,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,2.0097183471152322e-14,0.0
1723528350.5697596,1782467517.5067844,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528353.1032639,1782467522.5659044,switch,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,7.105427357601002e-15,0.0
1723528353.1032639,1782467522.5706887,switch_applied,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,0.0,0.0
1723528356.1699917,1782467528.7089298,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,7.105427357601002e-15,0.0
1723528356.1751213,1782467528.718161,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528358.9016552,1782467534.1622128,switch,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,1.0087767680389479e-14,0.0
1723528358.9016552,1782467534.1726649,switch_applied,orbslam3,fast_livo2,primary_recovered_without_recovery_overlap,0.0,0.0
1723528392.9690752,1782467602.298403,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:delayed_pose_timestamp,0.0,0.0
1723528392.9690752,1782467602.3053892,failure,fast_livo2,none,both_estimators_unhealthy,0.0,0.0
1723528395.3008852,1782467606.9612696,switch,none,fast_livo2,initial_healthy_source,0.0,0.0
1723528395.3008852,1782467606.9711974,output_gap,fast_livo2,fast_livo2,gap_sec=3.302,0.0,0.0
1723528395.3008852,1782467606.9736369,switch_applied,none,fast_livo2,initial_healthy_source,0.0,0.0
