timestamp_s,x_m,y_m,z_m,qx,qy,qz,qw,active_source,state,blend_alpha,switch_count,lidar_ok,imu_ok,camera_ok,fast_livo2_healthy,lvisam_healthy,orbslam3_healthy
1723528220.9064794,1.1817316571664742,-0.1294229685730195,-0.032624949816990434,5.374986692809623e-05,-0.0010435686116296752,0.05312131148130932,0.9985875196205941,fast_livo2,PRIMARY_FAST_LIVO2,1.0,1,True,True,True,True,True,True
1723528221.0065236,1.2685773281768589,-0.12918574194812754,-0.033512206809399536,-3.202659206302922e-05,-0.0010269593460090413,0.054035228072275315,0.9985385012386735,fast_livo2,PRIMARY_FAST_LIVO2,1.0,1,True,True,True,True,True,True
1723528221.106552,1.3564330546397336,-0.1471291011197228,-0.024940661723582166,6.059213961537245e-06,-0.0009087724095303005,0.05486527009804298,0.9984933531241269,fast_livo2,PRIMARY_FAST_LIVO2,1.0,1,True,True,True,True,True,True
1723528221.2399125,1.4628379702801264,-0.1627765292733519,-0.02207483406806554,1.5277366205642395e-05,-0.0008922469846481737,0.05657086276710058,0.9983981876724869,fast_livo2,PRIMARY_FAST_LIVO2,1.0,1,True,True,True,True,True,True
1723528221.339933,1.5230311318383196,-0.1732660908166112,-0.02907958660598455,0.0001708599044141662,-0.0011251993631999524,0.05721040245933571,0.9983614949424517,fast_livo2,PRIMARY_FAST_LIVO2,1.0,1,True,True,True,True,True,True
1723528221.4732919,1.6123268643123483,-0.18599450947840612,-0.03982287952927362,4.47465164171297e-05,-0.0014745493494317783,0.0586780121574923,0.9982758709851755,fast_livo2,PRIMARY_FAST_LIVO2,1.0,1,True,True,True,True,True,True
1723528221.57331,1.6616435848657365,-0.17829518315581344,-0.028629668200324875,6.19340219209647e-05,-0.001172691795693941,0.05832924638054843,0.9982967093879488,fast_livo2,PRIMARY_FAST_LIVO2,1.0,1,True,True,True,True,True,True
1723528221.6733284,1.7285276412975477,-0.18608478457298105,-0.0215756231999951,0.00018029976893066082,-0.0010135202388663392,0.05956188632246247,0.9982240840444739,fast_livo2,PRIMARY_FAST_LIVO2,1.0,1,True,True,True,True,True,True
1723528221.8066847,1.900590592536902,-0.20165002685202643,-0.024176832285341277,-3.714698445024408e-05,-0.001303913768719881,0.062008502046522244,0.9980747687938674,fast_livo2,PRIMARY_FAST_LIVO2,1.0,1,True,True,True,True,True,True
1723528221.9067008,2.0572720949633667,-0.2143318605821635,-0.029879329387437797,9.848616647440358e-05,-0.0013182538363002213,0.06344941746022355,0.997984180200897,fast_livo2,PRIMARY_FAST_LIVO2,1.0,1,True,True,True,True,True,True
