stamp,time_from_start_s,x_error_m,y_error_m,z_error_m,yaw_error_rad,yaw_error_deg,position_error_m,relative_x_error_m,relative_y_error_m,relative_z_error_m,relative_yaw_error_rad,relative_yaw_error_deg,relative_position_error_m
1723528274.3405707,0.0,-0.13917853320312545,0.2464111125488273,-0.3195151138305664,0.0016722060258547167,0.09581034775781948,0.4268243297403326,0.0,0.0,0.0,0.0,0.0,0.0
1723528274.5405536,0.1999828815460205,-0.14404964855957303,0.24559828124999683,-0.3305400086669922,0.002743231208056862,0.15717557045023242,0.43626312511220144,-0.004871115356447575,-0.0008128312988304742,-0.01102489483642577,0.0010710251822021455,0.06136522269241295,0.012080429035859009
1723528274.7404099,0.3998391628265381,-0.14190022827148496,0.24470153686523588,-0.3230075863761902,0.0018703898361329685,0.10716544365458473,0.4293581462884801,-0.0027216950683595087,-0.0017095756835914244,-0.0034924725456237926,0.0001981838102782518,0.011355095896765253,0.004746328849226051
1723528274.9453607,0.6047899723052979,-0.15060884374999972,0.23772361254882668,-0.31455970142936707,0.0020975411007326805,0.12018025242720766,0.42207030876657153,-0.011430310546874267,-0.008687500000000625,0.004955412401199344,0.00042533507487796385,0.024369904669388178,0.015188178544972277
1723528275.1444294,0.803858757019043,-0.1384162584228541,0.2398221564941423,-0.30991838354492185,0.0007027983223144574,0.040267377717493315,0.4155997254575375,0.0007622747802713548,-0.0065889560546850134,0.009596730285644561,-0.0009694077035402594,-0.05554297004032618,0.011665874888177722
1723528275.3457825,1.0052118301391602,-0.16233317395019498,0.24703766430663876,-0.31852255458641054,0.003149885451855461,0.18047514234097617,0.434552971145149,-0.02315464074706952,0.0006265517578114554,0.0009925592441558662,0.001477679426000744,0.08466479458315668,0.023184372518664984
1723528275.54879,1.208219289779663,-0.1482334874267579,0.24795570800780808,-0.29888027223205565,0.0026422114823487775,0.15138756651958996,0.41567369060100484,-0.00905495422363245,0.0015445954589807798,0.020634841598510756,0.0009700054564940609,0.05557721876177048,0.022587046263724105
1723528275.7489574,1.4083867073059082,-0.15340361450195417,0.23988029272460665,-0.2702379119930267,0.0025885847570803477,0.14831498149260136,0.3925605085311792,-0.014225081298828712,-0.006530819824220657,0.0492772018375397,0.0009163787312256311,0.05250463373478188,0.0517034541058172
1723528275.950991,1.6104202270507812,-0.1519090756835908,0.24999289965820282,-0.288572970823288,-0.0005726129343504027,-0.032808304432879756,0.4109101807504134,-0.012730542480465346,0.0035817871093755116,0.030942143007278433,-0.0022448189602051194,-0.12861865219069923,0.033649845833624424
1723528276.152752,1.8121812343597412,-0.13403198974609154,0.2347586975097613,-0.2860494530525208,0.0018887186619629404,0.10821560801807249,0.39357402089495475,0.005146543457033914,-0.011652415039066,0.033465660778045636,0.0002165126361082237,0.012405260260253011,0.035808045703570754
