timestamp_ns,timestamp_s,frame_id,source_method,x_m,y_m,z_m,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad,std_x_m,std_y_m,std_z_m,quality_score,fix_status,covariance_type,origin_lat_deg,origin_lon_deg,origin_alt_m,notes
1723528232974727936,1723528232.974728107,camera_init,fastlivo2_lidar103_imu,21.278355,-0.338145,-0.048747,0.0027061070,-0.0024453260,0.1956299450,0.9806710060,nan,nan,0.3937894480,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528233055310592,1723528233.055310726,camera_init,fastlivo2_lidar103_imu,21.490309,-0.300256,-0.044533,0.0032435920,0.0004926120,0.2028269500,0.9792091020,nan,nan,0.4084891170,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528233160110592,1723528233.160110712,camera_init,fastlivo2_lidar103_imu,21.694560,-0.271552,-0.052371,0.0040752340,0.0023327740,0.2094554020,0.9778069260,nan,nan,0.4220534429,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528233241505280,1723528233.241505384,camera_init,fastlivo2_lidar103_imu,21.889898,-0.219610,-0.066984,0.0055252260,0.0045219430,0.2174352830,0.9760486270,nan,nan,0.4384245535,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528233381115136,1723528233.381115198,camera_init,fastlivo2_lidar103_imu,22.085303,-0.156948,-0.075120,0.0075783430,0.0058196950,0.2252517070,0.9742537490,nan,nan,0.4544927739,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528233474924544,1723528233.474924564,camera_init,fastlivo2_lidar103_imu,22.293486,-0.107057,-0.072787,0.0088600360,0.0061504820,0.2334717170,0.9723037740,nan,nan,0.4713996749,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528233558682880,1723528233.558682919,camera_init,fastlivo2_lidar103_imu,22.497082,-0.058891,-0.085751,0.0102973410,0.0062501480,0.2422445580,0.9701404410,nan,nan,0.4894756617,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528233675664128,1723528233.675664186,camera_init,fastlivo2_lidar103_imu,22.690204,0.008663,-0.089877,0.0088239890,0.0056401230,0.2511071050,0.9679026540,nan,nan,0.5077407247,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528233757623296,1723528233.757623434,camera_init,fastlivo2_lidar103_imu,22.873714,0.086048,-0.093713,0.0075966360,0.0059330690,0.2594476610,0.9657090670,nan,nan,0.5249921617,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528233884353024,1723528233.884353161,camera_init,fastlivo2_lidar103_imu,23.061932,0.179664,-0.109618,0.0078313360,0.0057152240,0.2683211270,0.9632807370,nan,nan,0.5433876401,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528234002383872,1723528234.002383947,camera_init,fastlivo2_lidar103_imu,23.259204,0.261171,-0.117845,0.0068465810,0.0057440020,0.2771684800,0.9607797690,nan,nan,0.5617739617,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528234087459584,1723528234.087459803,camera_init,fastlivo2_lidar103_imu,23.449746,0.338612,-0.119447,0.0059302010,0.0051144860,0.2857291540,0.9582784170,nan,nan,0.5795985399,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528234189827328,1723528234.189827442,camera_init,fastlivo2_lidar103_imu,23.647279,0.424939,-0.120850,0.0060401440,0.0039189890,0.2955927010,0.9552869270,nan,nan,0.6001949486,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528234272463104,1723528234.272463322,camera_init,fastlivo2_lidar103_imu,23.832366,0.507281,-0.119212,0.0060584060,0.0036942440,0.3038647660,0.9526887490,nan,nan,0.6175324560,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528234376121856,1723528234.376121998,camera_init,fastlivo2_lidar103_imu,24.028107,0.597425,-0.109973,0.0054932510,0.0023714990,0.3127613870,0.9498128840,nan,nan,0.6362159268,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528234517603584,1723528234.517603636,camera_init,fastlivo2_lidar103_imu,24.209892,0.689979,-0.113240,0.0063525470,0.0021782210,0.3222334740,0.9466364080,nan,nan,0.6561912781,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528234602781952,1723528234.602782011,camera_init,fastlivo2_lidar103_imu,24.385820,0.785965,-0.122306,0.0053454010,0.0008595990,0.3316485230,0.9433874840,nan,nan,0.6761009781,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528234684314880,1723528234.684314966,camera_init,fastlivo2_lidar103_imu,24.575818,0.883119,-0.129094,0.0052424220,0.0001671170,0.3403661280,0.9402783570,nan,nan,0.6946062242,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528234773952000,1723528234.773952007,camera_init,fastlivo2_lidar103_imu,24.760577,0.990686,-0.136915,0.0032797900,0.0009461730,0.3501810360,0.9366758190,nan,nan,0.7155313118,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528234984425728,1723528234.984425783,camera_init,fastlivo2_lidar103_imu,24.935835,1.105415,-0.140444,0.0046682530,0.0005641400,0.3590219840,0.9333172580,nan,nan,0.7344376289,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528235107281152,1723528235.107281208,camera_init,fastlivo2_lidar103_imu,25.107500,1.240696,-0.139708,0.0044590390,0.0014493530,0.3679686060,0.9298263930,nan,nan,0.7536527544,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528235195365120,1723528235.195365191,camera_init,fastlivo2_lidar103_imu,25.288826,1.362891,-0.156847,0.0043835510,0.0010064690,0.3778081460,0.9258729810,nan,nan,0.7748575045,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528235277554688,1723528235.277554750,camera_init,fastlivo2_lidar103_imu,25.469480,1.494682,-0.156457,0.0051363790,0.0024906570,0.3859744770,0.9224917980,nan,nan,0.7925450706,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528235365954048,1723528235.365954161,camera_init,fastlivo2_lidar103_imu,25.651004,1.619713,-0.142744,0.0052681680,0.0030213930,0.3949627810,0.9186770480,nan,nan,0.8120789181,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528235426416384,1723528235.426416397,camera_init,fastlivo2_lidar103_imu,25.817518,1.758128,-0.154557,0.0054436400,0.0041837200,0.4044120700,0.9145511150,nan,nan,0.8327143119,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528235507273472,1723528235.507273674,camera_init,fastlivo2_lidar103_imu,25.996100,1.902762,-0.150882,0.0043426430,0.0031345610,0.4133313080,0.9105649600,nan,nan,0.8522431053,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528235589300480,1723528235.589300632,camera_init,fastlivo2_lidar103_imu,26.168077,2.038690,-0.163780,0.0041629710,0.0028368770,0.4213732780,0.9068733000,nan,nan,0.8699380586,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528235714767104,1723528235.714767218,camera_init,fastlivo2_lidar103_imu,26.335276,2.189463,-0.179075,0.0046183850,0.0013792090,0.4296617120,0.9029770660,nan,nan,0.8882402403,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528235804855040,1723528235.804855108,camera_init,fastlivo2_lidar103_imu,26.503349,2.345145,-0.183432,0.0046952270,0.0003410440,0.4382340370,0.8988485790,nan,nan,0.9072616264,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528235919081728,1723528235.919081926,camera_init,fastlivo2_lidar103_imu,26.677149,2.509949,-0.172925,0.0050910790,0.0006640590,0.4461633500,0.8949368160,nan,nan,0.9249443504,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528236005790208,1723528236.005790234,camera_init,fastlivo2_lidar103_imu,26.846417,2.674141,-0.178688,0.0051727870,-0.0002463600,0.4542141700,0.8908774720,nan,nan,0.9429704601,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528236090351104,1723528236.090351105,camera_init,fastlivo2_lidar103_imu,27.004639,2.848116,-0.183620,0.0051389870,-0.0003571150,0.4625649990,0.8865704060,nan,nan,0.9617624760,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528236196732416,1723528236.196732521,camera_init,fastlivo2_lidar103_imu,27.158650,3.005850,-0.185024,0.0050565250,-0.0005274420,0.4707186270,0.8822687390,nan,nan,0.9802000316,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528236344465920,1723528236.344465971,camera_init,fastlivo2_lidar103_imu,27.300098,3.162035,-0.188336,0.0050955130,-0.0010762740,0.4782220480,0.8782235190,nan,nan,0.9972462655,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528236419056640,1723528236.419056654,camera_init,fastlivo2_lidar103_imu,27.456711,3.319593,-0.176829,0.0064415380,-0.0012593600,0.4860886950,0.8738848330,nan,nan,1.0151985228,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528236503173632,1723528236.503173828,camera_init,fastlivo2_lidar103_imu,27.609531,3.495397,-0.175224,0.0053282510,0.0000306180,0.4945338290,0.8691420490,nan,nan,1.0345887199,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528236585952512,1723528236.585952520,camera_init,fastlivo2_lidar103_imu,27.771146,3.685022,-0.181851,0.0041825750,0.0005844990,0.5028378460,0.8643704450,nan,nan,1.0537553813,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528236706845952,1723528236.706845999,camera_init,fastlivo2_lidar103_imu,27.925816,3.870176,-0.183979,0.0030100810,0.0012466290,0.5106095270,0.8598065460,nan,nan,1.0717903998,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528236838710784,1723528236.838710785,camera_init,fastlivo2_lidar103_imu,28.055848,4.061188,-0.179988,0.0031326140,0.0015019790,0.5183442110,0.8551650190,nan,nan,1.0898321818,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528236930517248,1723528236.930517435,camera_init,fastlivo2_lidar103_imu,28.195253,4.232436,-0.184220,0.0024010300,0.0021195550,0.5254592470,0.8508127420,nan,nan,1.1065193424,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528237002717952,1723528237.002717972,camera_init,fastlivo2_lidar103_imu,28.331721,4.418276,-0.194455,0.0020451230,0.0027829430,0.5320631790,0.8466976120,nan,nan,1.1220864853,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528237103321600,1723528237.103321791,camera_init,fastlivo2_lidar103_imu,28.463660,4.610383,-0.185732,0.0033872920,0.0030016810,0.5379558240,0.8429608810,nan,nan,1.1360399380,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528237203911680,1723528237.203911781,camera_init,fastlivo2_lidar103_imu,28.598831,4.809660,-0.193365,0.0025538040,0.0034263840,0.5439483340,0.8391078290,nan,nan,1.1502943597,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528237316688384,1723528237.316688538,camera_init,fastlivo2_lidar103_imu,28.722072,4.992600,-0.205723,0.0037717140,0.0037062750,0.5484453960,0.8361696510,nan,nan,1.1610369146,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528237397202176,1723528237.397202253,camera_init,fastlivo2_lidar103_imu,28.846342,5.182276,-0.201000,0.0028315000,0.0035616460,0.5522383400,0.8336738650,nan,nan,1.1701193367,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528237499852544,1723528237.499852657,camera_init,fastlivo2_lidar103_imu,28.966873,5.363118,-0.205027,0.0037366800,0.0037581270,0.5562632990,0.8309892030,nan,nan,1.1797944503,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528237605189888,1723528237.605190039,camera_init,fastlivo2_lidar103_imu,29.089479,5.549042,-0.216354,0.0026977110,0.0026706870,0.5597683100,0.8286404700,nan,nan,1.1882273269,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528237725911296,1723528237.725911379,camera_init,fastlivo2_lidar103_imu,29.218217,5.737653,-0.218094,0.0030217970,0.0021646950,0.5637980930,0.8259042880,nan,nan,1.1979646224,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528237847308544,1723528237.847308636,camera_init,fastlivo2_lidar103_imu,29.337025,5.927483,-0.220690,0.0025293630,0.0010600800,0.5672925060,0.8235118040,nan,nan,1.2064309535,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528237946474240,1723528237.946474314,camera_init,fastlivo2_lidar103_imu,29.444882,6.115914,-0.218080,0.0024102980,0.0005923080,0.5704478130,0.8213300990,nan,nan,1.2141021174,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528238037415680,1723528238.037415743,camera_init,fastlivo2_lidar103_imu,29.562704,6.308800,-0.204842,0.0027775200,0.0005089690,0.5724692970,0.8199212950,nan,nan,1.2190281605,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528238143228416,1723528238.143228531,camera_init,fastlivo2_lidar103_imu,29.675192,6.513872,-0.220672,0.0022331730,-0.0000517230,0.5750556270,0.8181112610,nan,nan,1.2253430202,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528238224064768,1723528238.224064827,camera_init,fastlivo2_lidar103_imu,29.806810,6.722085,-0.237839,0.0008576400,-0.0002121760,0.5774704620,0.8164111010,nan,nan,1.2312536237,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528238304558592,1723528238.304558754,camera_init,fastlivo2_lidar103_imu,29.927799,6.922202,-0.231859,0.0007004500,-0.0009718890,0.5769389050,0.8167864250,nan,nan,1.2299529507,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528238428967936,1723528238.428967953,camera_init,fastlivo2_lidar103_imu,30.048415,7.102702,-0.227469,0.0011510200,-0.0005808990,0.5766365080,0.8169998010,nan,nan,1.2292114012,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528238544003584,1723528238.544003725,camera_init,fastlivo2_lidar103_imu,30.176983,7.289183,-0.228187,0.0015195260,0.0002210580,0.5763838050,0.8171776740,nan,nan,1.2285928218,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528238658131456,1723528238.658131599,camera_init,fastlivo2_lidar103_imu,30.296853,7.488084,-0.234477,0.0024215710,0.0014080020,0.5757791790,0.8176004470,nan,nan,1.2271178292,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528238755159296,1723528238.755159378,camera_init,fastlivo2_lidar103_imu,30.425166,7.675163,-0.236668,0.0032394650,0.0017372650,0.5757635160,0.8176080120,nan,nan,1.2270816156,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528238848070144,1723528238.848070145,camera_init,fastlivo2_lidar103_imu,30.550513,7.887016,-0.241767,0.0026410150,0.0018737340,0.5756923770,0.8176599540,nan,nan,1.2269087940,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528238958378240,1723528238.958378315,camera_init,fastlivo2_lidar103_imu,30.676028,8.077255,-0.234193,0.0022903610,0.0024977120,0.5752469770,0.8179727570,nan,nan,1.2258249826,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528239088924160,1723528239.088924170,camera_init,fastlivo2_lidar103_imu,30.789728,8.278652,-0.246258,0.0015487080,0.0018734140,0.5750918060,0.8180852690,nan,nan,1.2254398909,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528239179798016,1723528239.179798126,camera_init,fastlivo2_lidar103_imu,30.902159,8.467736,-0.243644,0.0008543610,0.0003700570,0.5754374350,0.8178452740,nan,nan,1.2262780853,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528239266389248,1723528239.266389370,camera_init,fastlivo2_lidar103_imu,31.026436,8.660706,-0.252207,-0.0021959910,-0.0000562290,0.5750692860,0.8181017610,nan,nan,1.2253766140,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528239360530432,1723528239.360530615,camera_init,fastlivo2_lidar103_imu,31.148082,8.855465,-0.246549,0.0003270090,0.0011033840,0.5756046820,0.8177272930,nan,nan,1.2266890643,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528239461897728,1723528239.461897850,camera_init,fastlivo2_lidar103_imu,31.265085,9.024012,-0.251750,0.0019232890,0.0006184770,0.5758416620,0.8175587430,nan,nan,1.2272670614,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528239525360896,1723528239.525361061,camera_init,fastlivo2_lidar103_imu,31.397408,9.219829,-0.257942,0.0021315020,0.0007019430,0.5761933680,0.8173103250,nan,nan,1.2281277578,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528239654069760,1723528239.654069901,camera_init,fastlivo2_lidar103_imu,31.523494,9.391845,-0.249408,0.0034311230,0.0013420950,0.5759856650,0.8174514910,nan,nan,1.2276220778,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528239757306368,1723528239.757306576,camera_init,fastlivo2_lidar103_imu,31.642994,9.591050,-0.253615,0.0037963190,0.0006033280,0.5767397370,0.8169189060,nan,nan,1.2294630473,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528239845634816,1723528239.845634937,camera_init,fastlivo2_lidar103_imu,31.767141,9.794684,-0.254676,0.0044546450,0.0002696120,0.5773076030,0.8165145530,nan,nan,1.2308511516,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528239930503424,1723528239.930503607,camera_init,fastlivo2_lidar103_imu,31.876835,9.998066,-0.259669,0.0041637980,-0.0001773460,0.5779939030,0.8160304400,nan,nan,1.2325319182,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528240031830016,1723528240.031830072,camera_init,fastlivo2_lidar103_imu,31.987716,10.187790,-0.259920,0.0032629440,0.0001657780,0.5778636160,0.8161268080,nan,nan,1.2322150355,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528240186275328,1723528240.186275482,camera_init,fastlivo2_lidar103_imu,32.107806,10.378809,-0.278275,0.0026042450,0.0001652880,0.5783017560,0.8158187730,nan,nan,1.2332897745,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528240277385728,1723528240.277385950,camera_init,fastlivo2_lidar103_imu,32.223722,10.573232,-0.274638,0.0017055830,0.0003439960,0.5784717270,0.8157005790,nan,nan,1.2337076544,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528240378274816,1723528240.378274918,camera_init,fastlivo2_lidar103_imu,32.340968,10.752733,-0.272314,-0.0001912100,0.0013682530,0.5792300040,0.8151629860,nan,nan,1.2355704839,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528240454669056,1723528240.454669237,camera_init,fastlivo2_lidar103_imu,32.457817,10.953179,-0.269754,-0.0007602990,0.0020928130,0.5799680430,0.8146361830,nan,nan,1.2373850040,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
1723528240535463680,1723528240.535463810,camera_init,fastlivo2_lidar103_imu,32.577857,11.148854,-0.264999,0.0006856620,0.0020453680,0.5810563770,0.8138604510,nan,nan,1.2400598828,0.050000,0.050000,0.100000,0.900,0,0,nan,nan,nan,fastlivo2_lio_mode;lidar=/lidar103/velodyne_points;imu=/mavros/imu/data;img_en=0;no_external_gt
