ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1783164876.6044698,startup,none,none,fusion_node_started,0.0,0.0
1723528213.1925452,1783164889.4042742,bag_clock_started,none,none,waiting_for_localization_start_delay,0.0,0.0
1723528221.1931822,1783164897.4054413,switch,none,fast_livo2,initial_healthy_source,0.0,0.0
1723528392.9049873,1783165069.1180236,output_gap,fast_livo2,fast_livo2,gap_sec=4.508,0.0,0.0
1723528393.3745852,1783165069.5894685,alignment_invalidated,orbslam3,orbslam3,"orb_unhealthy:camera_unavailable,delayed_pose_timestamp",0.0,0.0
1723528411.1449795,1783165087.3599916,output_gap,fast_livo2,fast_livo2,gap_sec=23.446,0.0,0.0
1723528414.8735075,1783165091.0857308,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528416.5756917,1783165092.791378,output_gap,fast_livo2,fast_livo2,gap_sec=2.577,0.0,0.0
1723528418.475548,1783165094.687084,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528419.5458007,1783165095.7634346,output_gap,fast_livo2,fast_livo2,gap_sec=1.266,0.0,0.0
1723528423.2757869,1783165099.4907966,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528423.9587767,1783165100.1712077,output_gap,fast_livo2,fast_livo2,gap_sec=1.265,0.0,0.0
1723528426.7175355,1783165102.9335735,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528431.6730778,1783165107.8929684,output_gap,fast_livo2,fast_livo2,gap_sec=5.231,0.0,0.0
1723528434.1449075,1783165110.3564079,output_gap,fast_livo2,fast_livo2,gap_sec=2.581,0.0,0.0
1723528446.0755558,1783165122.2905595,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528448.5716584,1783165124.79066,output_gap,fast_livo2,fast_livo2,gap_sec=2.535,0.0,0.0
1723528476.2746885,1783165152.4863985,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528484.2801557,1783165160.491425,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528485.7401884,1783165161.954088,output_gap,fast_livo2,fast_livo2,gap_sec=2.262,0.0,0.0
1723528493.3465855,1783165169.558789,alignment_invalidated,orbslam3,orbslam3,"orb_unhealthy:delayed_pose_timestamp,stale_pose,tracking_lost",0.0,0.0
1723528499.8964875,1783165176.112367,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
