stamp,time_from_start_s,x_error_m,y_error_m,z_error_m,yaw_error_rad,yaw_error_deg,position_error_m,relative_x_error_m,relative_y_error_m,relative_z_error_m,relative_yaw_error_rad,relative_yaw_error_deg,relative_position_error_m
1723528357.0428815,0.0,4.281881615478518,8.242102239685057,1.0115997754440307,-0.1422456599822144,-8.150075971033834,9.342916761058763,0.0,0.0,0.0,0.0,0.0,0.0
1723528357.0428815,0.0,4.281881615478518,8.242102239685057,1.0115997754440307,-0.1422456599822144,-8.150075971033834,9.342916761058763,0.0,0.0,0.0,0.0,0.0,0.0
1723528357.247263,0.20438146591186523,4.451103947509765,8.41859062799072,0.9912362198028565,-0.16551670024155274,-9.483408362772945,9.574316881985851,0.16922233203124648,0.17648838830566405,-0.020363555641174202,-0.023271040259338346,-1.333332391739112,0.24535489247857986
1723528357.247263,0.20438146591186523,4.451103947509765,8.41859062799072,0.9912362198028565,-0.16551670024155274,-9.483408362772945,9.574316881985851,0.16922233203124648,0.17648838830566405,-0.020363555641174202,-0.023271040259338346,-1.333332391739112,0.24535489247857986
1723528357.44667,0.40378856658935547,4.541886577392582,8.347410218322754,0.9633366979141236,-0.18907368243741463,-10.833124020660653,9.551754217336526,0.2600049619140634,0.10530797863769692,-0.048263077529907106,-0.046828022455200236,-2.6830480496268208,0.28464306637848924
1723528357.44667,0.40378856658935547,4.541886577392582,8.347410218322754,0.9633366979141236,-0.18907368243741463,-10.833124020660653,9.551754217336526,0.2600049619140634,0.10530797863769692,-0.048263077529907106,-0.046828022455200236,-2.6830480496268208,0.28464306637848924
1723528357.649435,0.6065535545349121,4.749544362792967,8.497451261352538,0.9744671316070557,-0.2158966846095944,-12.369968838996796,9.783375480057115,0.46766274731444923,0.25534902166748097,-0.03713264383697501,-0.07365102462738002,-4.219892867962962,0.5341258291175982
1723528357.649435,0.6065535545349121,4.749544362792967,8.497451261352538,0.9744671316070557,-0.2158966846095944,-12.369968838996796,9.783375480057115,0.46766274731444923,0.25534902166748097,-0.03713264383697501,-0.07365102462738002,-4.219892867962962,0.5341258291175982
1723528357.8497558,0.8068742752075195,4.830266290283205,8.3915209140625,0.9460071514587403,-0.24679651799183364,-14.140398879456555,9.728516085036079,0.5483846748046872,0.1494186743774435,-0.06559262398529042,-0.10455085800961925,-5.990322908422721,0.5721486556259927
1723528357.8497558,0.8068742752075195,4.830266290283205,8.3915209140625,0.9460071514587403,-0.24679651799183364,-14.140398879456555,9.728516085036079,0.5483846748046872,0.1494186743774435,-0.06559262398529042,-0.10455085800961925,-5.990322908422721,0.5721486556259927
1723528358.0511706,1.008289098739624,4.92941741723633,8.31822806903076,0.915880121131897,-0.2779048107547857,-15.92277276263107,9.712410137450368,0.6475358017578117,0.07612582934570256,-0.0957196543121337,-0.1356591507725713,-7.7726967915972365,0.6589840731560493
1723528358.0511706,1.008289098739624,4.92941741723633,8.31822806903076,0.915880121131897,-0.2779048107547857,-15.92277276263107,9.712410137450368,0.6475358017578117,0.07612582934570256,-0.0957196543121337,-0.1356591507725713,-7.7726967915972365,0.6589840731560493
1723528358.254296,1.2114145755767822,5.1687417094726555,8.437949266357421,0.9268250835113525,-0.30993906833050544,-17.758200521554794,9.938505089614326,0.8868600939941373,0.19584702667236442,-0.08477469193267817,-0.16769340834829105,-9.608124550520962,0.9121752203211708
1723528358.254296,1.2114145755767822,5.1687417094726555,8.437949266357421,0.9268250835113525,-0.30993906833050544,-17.758200521554794,9.938505089614326,0.8868600939941373,0.19584702667236442,-0.08477469193267817,-0.16769340834829105,-9.608124550520962,0.9121752203211708
1723528358.4535165,1.410634994506836,5.2987244848632855,8.314171168151855,0.9304410097045899,-0.33850931939633777,-19.39515532725613,9.902910877734756,1.0168428693847673,0.07206892846679835,-0.08115876573944081,-0.19626365941412338,-11.245079356222297,1.0226192335005972
1723528358.4535165,1.410634994506836,5.2987244848632855,8.314171168151855,0.9304410097045899,-0.33850931939633777,-19.39515532725613,9.902910877734756,1.0168428693847673,0.07206892846679835,-0.08115876573944081,-0.19626365941412338,-11.245079356222297,1.0226192335005972
1723528358.6564496,1.6135680675506592,5.42003553564453,8.199212899963378,0.912615321647644,-0.366757451459662,-21.013654073612784,9.871005222969005,1.1381539201660118,-0.042889339721678965,-0.09898445379638665,-0.2245117914774476,-12.863578102578952,1.1432548987624724
1723528358.6564496,1.6135680675506592,5.42003553564453,8.199212899963378,0.912615321647644,-0.366757451459662,-21.013654073612784,9.871005222969005,1.1381539201660118,-0.042889339721678965,-0.09898445379638665,-0.2245117914774476,-12.863578102578952,1.1432548987624724
1723528358.8591807,1.8162992000579834,5.685697942871094,8.29702609161377,0.9113847723999023,-0.39397669710718375,-22.573201970745618,10.099426977103734,1.4038163273925761,0.05492385192871296,-0.10021500304412834,-0.25173103712496936,-14.423125999711784,1.4084601369580192
1723528358.8591807,1.8162992000579834,5.685697942871094,8.29702609161377,0.9113847723999023,-0.39397669710718375,-22.573201970745618,10.099426977103734,1.4038163273925761,0.05492385192871296,-0.10021500304412834,-0.25173103712496936,-14.423125999711784,1.4084601369580192
1723528359.0591245,2.0162429809570312,5.866631462890631,8.135479617004393,0.9153053224029541,-0.4222576247590146,-24.193579765910354,10.07180108785372,1.5847498474121124,-0.10662262268066414,-0.09629445304107653,-0.28001196477680024,-16.04350379487652,1.5912489070621534
1723528359.0591245,2.0162429809570312,5.866631462890631,8.135479617004393,0.9153053224029541,-0.4222576247590146,-24.193579765910354,10.07180108785372,1.5847498474121124,-0.10662262268066414,-0.09629445304107653,-0.28001196477680024,-16.04350379487652,1.5912489070621534
1723528359.2609336,2.2180521488189697,6.137004678344731,8.213837725769043,0.890234771774292,-0.4513395136632572,-25.85984926039179,10.291864483958575,1.8551230628662125,-0.02826451391601381,-0.12136500366973868,-0.30909385368104286,-17.709773289357962,1.8593036129800806
1723528359.2609336,2.2180521488189697,6.137004678344731,8.213837725769043,0.890234771774292,-0.4513395136632572,-25.85984926039179,10.291864483958575,1.8551230628662125,-0.02826451391601381,-0.12136500366973868,-0.30909385368104286,-17.709773289357962,1.8593036129800806
1723528359.465279,2.4223976135253906,6.291369955200196,8.063111780212402,0.8804664088516236,-0.47703459066838383,-27.332068727049197,10.265005045810343,2.0094883397216776,-0.17899045947265435,-0.13113336659240704,-0.33478893068616944,-19.181992756015365,2.0217014942600886
1723528359.465279,2.4223976135253906,6.291369955200196,8.063111780212402,0.8804664088516236,-0.47703459066838383,-27.332068727049197,10.265005045810343,2.0094883397216776,-0.17899045947265435,-0.13113336659240704,-0.33478893068616944,-19.181992756015365,2.0217014942600886
1723528359.6662834,2.6234018802642822,6.576493436523442,8.124043673522948,0.8614310487518311,-0.5033812091025635,-28.841618767769265,10.487726873908274,2.2946118210449242,-0.11805856616210875,-0.1501687266921996,-0.361135549120349,-20.691542796735426,2.3025489963950196
1723528359.6662834,2.6234018802642822,6.576493436523442,8.124043673522948,0.8614310487518311,-0.5033812091025635,-28.841618767769265,10.487726873908274,2.2946118210449242,-0.11805856616210875,-0.1501687266921996,-0.361135549120349,-20.691542796735426,2.3025489963950196
1723528359.8658023,2.822920799255371,6.757952937622072,7.946466735168459,0.8508607736587525,-0.5285128354961427,-30.281554892420942,10.4661466422177,2.4760713221435537,-0.29563550451659815,-0.16073900178527822,-0.3862671755139283,-22.131478921387107,2.4988330417551783
1723528359.8658023,2.822920799255371,6.757952937622072,7.946466735168459,0.8508607736587525,-0.5285128354961427,-30.281554892420942,10.4661466422177,2.4760713221435537,-0.29563550451659815,-0.16073900178527822,-0.3862671755139283,-22.131478921387107,2.4988330417551783
