stamp,x_error_m,y_error_m,z_error_m,yaw_error_rad,position_error_m
1621218775.9229136,-0.00026087845190765553,0.007101520741063863,0.0018991982934473386,2.535667472851018e-05,0.007355719445456254
1621218775.9229136,-0.00026087845190765553,0.007101520741063863,0.0018991982934473386,2.535667472851018e-05,0.007355719445456254
1621218776.4235215,-0.00026087845190765553,0.007101520741063863,0.0018991982934473386,2.535667472851018e-05,0.007355719445456254
1621218776.4235215,-0.00026087845190765553,0.007101520741063863,0.0018991982934473386,2.535667472851018e-05,0.007355719445456254
1621218776.9241247,-0.0015213557501546399,0.007092617746140934,-0.013100802106583362,2.9856674592201998e-05,0.014975004696068077
1621218776.9241247,-0.0015213557501546399,0.007092617746140934,-0.013100802106583362,2.9856674592201998e-05,0.014975004696068077
1621218777.4244041,-0.0015213557501546399,0.007092617746140934,-0.013100802106583362,2.9856674592201998e-05,0.014975004696068077
1621218777.4244041,-0.0015213557501546399,0.007092617746140934,-0.013100802106583362,2.9856674592201998e-05,0.014975004696068077
1621218777.9251595,-0.004335278111551709,0.008120478659945555,-0.008100801876241995,2.7056677779548208e-05,0.012262128730740693
1621218777.9251595,-0.004335278111551709,0.008120478659945555,-0.008100801876241995,2.7056677779548208e-05,0.012262128730740693
1621218778.4256163,-0.004335278111551709,0.008120478659945555,-0.008100801876241995,2.7056677779548208e-05,0.012262128730740693
1621218778.4256163,-0.004335278111551709,0.008120478659945555,-0.008100801876241995,2.7056677779548208e-05,0.012262128730740693
1621218778.9257011,-0.008149866805715842,0.008512630709766354,0.003899198722235326,3.7556683279363784e-05,0.012413257478488381
1621218778.9257011,-0.008149866805715842,0.008512630709766354,0.003899198722235326,3.7556683279363784e-05,0.012413257478488381
1621218779.4262047,-0.008149866805715842,0.008512630709766354,0.003899198722235326,3.7556683279363784e-05,0.012413257478488381
1621218779.4262047,-0.008149866805715842,0.008512630709766354,0.003899198722235326,3.7556683279363784e-05,0.012413257478488381
1621218779.9268441,-0.012804772978606375,0.008898848743919205,0.014899198842180597,3.59566701408268e-05,0.021567054646836597
1621218779.9268441,-0.012804772978606375,0.008898848743919205,0.014899198842180597,3.59566701408268e-05,0.021567054646836597
1621218780.527315,-0.020107825391274252,0.008218627739105207,0.03189919871764818,4.4056673386192876e-05,0.038593125847849775
1621218780.527315,-0.020107825391274252,0.008218627739105207,0.03189919871764818,4.4056673386192876e-05,0.038593125847849775
1621218781.0273786,-0.020107825391274252,0.008218627739105207,0.03189919871764818,4.4056673386192876e-05,0.038593125847849775
1621218781.0273786,-0.020107825391274252,0.008218627739105207,0.03189919871764818,4.4056673386192876e-05,0.038593125847849775
1621218781.527996,-0.030341133682576453,0.002069493687112442,0.054899199155823704,3.5668324260448284e-07,0.06275977426039522
