ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1782465408.2075627,startup,none,none,fusion_node_started,0.0,0.0
1723528215.001251,1782465428.7023356,switch,none,fast_livo2,initial_healthy_source,0.0,0.0
1723528224.1719112,1782465447.0438702,failure,fast_livo2,none,orb_fallback_disabled,0.0,0.0
1723528225.2014718,1782465449.1027853,switch,none,fast_livo2,initial_healthy_source,1.7763568394002505e-15,0.0
1723528225.2014718,1782465449.1040049,output_gap,fast_livo2,fast_livo2,gap_sec=1.134,0.0,0.0
1723528225.2014718,1782465449.1050875,switch_applied,none,fast_livo2,initial_healthy_source,0.0,0.0
1723528229.771194,1782465458.2433825,alignment_overlap_reset,fast_livo2,orbslam3,"fast_livo2_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528229.771194,1782465458.2456374,failure,fast_livo2,none,orb_fallback_disabled,0.0,0.0
1723528255.0053725,1782465508.7108538,switch,none,fast_livo2,initial_healthy_source,1.1102230246251565e-16,0.0
1723528255.0053725,1782465508.713822,output_gap,fast_livo2,fast_livo2,gap_sec=25.878,0.0,0.0
1723528255.0053725,1782465508.7155576,switch_applied,none,fast_livo2,initial_healthy_source,0.0,1.7075472925031877e-06
1723528263.1675365,1782465525.0347242,failure,fast_livo2,none,orb_fallback_disabled,0.0,0.0
1723528264.2027364,1782465527.1068954,switch,none,fast_livo2,initial_healthy_source,7.32431724073581e-15,0.0
1723528264.2027364,1782465527.1092224,output_gap,fast_livo2,fast_livo2,gap_sec=1.232,0.0,0.0
1723528264.2027364,1782465527.1116898,switch_applied,none,fast_livo2,initial_healthy_source,0.0,1.7075472925031877e-06
1723528269.1702526,1782465537.0402114,failure,fast_livo2,none,orb_fallback_disabled,0.0,0.0
1723528270.2015018,1782465539.1030889,switch,none,fast_livo2,initial_healthy_source,7.283816126456245e-15,0.0
1723528270.2015018,1782465539.1048315,output_gap,fast_livo2,fast_livo2,gap_sec=1.266,0.0,0.0
1723528270.2015018,1782465539.1062443,switch_applied,none,fast_livo2,initial_healthy_source,0.0,1.7075472925031877e-06
1723528300.770222,1782465600.240576,failure,fast_livo2,none,orb_fallback_disabled,0.0,0.0
1723528301.8046525,1782465602.3092644,switch,none,fast_livo2,initial_healthy_source,7.160723346098895e-15,0.0
1723528301.8046525,1782465602.3119009,output_gap,fast_livo2,fast_livo2,gap_sec=1.201,0.0,0.0
1723528301.8046525,1782465602.3149388,switch_applied,none,fast_livo2,initial_healthy_source,0.0,0.0
