stamp,time_from_start_s,gt_stamp,match_dt_s,output_x_m,output_y_m,output_z_m,output_yaw_rad,gt_x_m,gt_y_m,gt_z_m,gt_yaw_rad,x_error_m,y_error_m,z_error_m,yaw_error_rad,yaw_error_deg,position_error_m
1723528213.5217035,0.0,1723528213.8162684,-0.29456496238708496,-0.0073073047523169714,-0.002713329602135615,-0.0006044335939096939,-0.00020960699444819234,0.0,0.0,0.0,0.0,-0.0073073047523169714,-0.002713329602135615,-0.0006044335939096939,-0.00020960699444819234,-0.0120095961383035,0.007818196738539278
1723528213.5217035,0.0,1723528213.8162684,-0.29456496238708496,-0.0073073047523169714,-0.002713329602135615,-0.0006044335939096939,-0.00020960699444819234,0.0,0.0,0.0,0.0,-0.0073073047523169714,-0.002713329602135615,-0.0006044335939096939,-0.00020960699444819234,-0.0120095961383035,0.007818196738539278
1723528213.620565,0.0988614559173584,1723528213.8162684,-0.19570350646972656,0.007010270069130131,-0.0024645748166091416,5.7079799055343506e-05,-2.8994531027902515e-05,0.0,0.0,0.0,0.0,0.007010270069130131,-0.0024645748166091416,5.7079799055343506e-05,-2.899453102790252e-05,-0.001661264256859927,0.007431101773779307
1723528213.620565,0.0988614559173584,1723528213.8162684,-0.19570350646972656,0.007010270069130131,-0.0024645748166091416,5.7079799055343506e-05,-2.8994531027902515e-05,0.0,0.0,0.0,0.0,0.007010270069130131,-0.0024645748166091416,5.7079799055343506e-05,-2.899453102790252e-05,-0.001661264256859927,0.007431101773779307
1723528213.722941,0.20123744010925293,1723528213.8162684,-0.09332752227783203,0.007651752049909631,-0.0076571989150013625,-0.0024911925340550954,-0.00032970491087395216,0.0,0.0,0.0,0.0,0.007651752049909631,-0.0076571989150013625,-0.0024911925340550954,-0.00032970491087395216,-0.018890699877814422,0.011108017145239114
1723528213.722941,0.20123744010925293,1723528213.8162684,-0.09332752227783203,0.007651752049909631,-0.0076571989150013625,-0.0024911925340550954,-0.00032970491087395216,0.0,0.0,0.0,0.0,0.007651752049909631,-0.0076571989150013625,-0.0024911925340550954,-0.00032970491087395216,-0.018890699877814422,0.011108017145239114
1723528213.8238199,0.30211639404296875,1723528213.8162684,0.007551431655883789,0.0024276295085471035,-0.00817932322864201,-0.0012255159301908921,0.00011624766101994271,0.0,0.0,0.0,0.0,0.0024276295085471035,-0.00817932322864201,-0.0012255159301908921,0.00011624766101994271,0.006660500354710172,0.008619547714614907
1723528213.8238199,0.30211639404296875,1723528213.8162684,0.007551431655883789,0.0024276295085471035,-0.00817932322864201,-0.0012255159301908921,0.00011624766101994271,0.0,0.0,0.0,0.0,0.0024276295085471035,-0.00817932322864201,-0.0012255159301908921,0.00011624766101994271,0.006660500354710172,0.008619547714614907
1723528213.92456,0.40285658836364746,1723528213.896839,0.027721166610717773,0.0010841052854098138,-0.0058555454306035235,-0.0003288009587959081,-0.00018810327433332736,0.009284999999999998,0.004751,-0.0049169999999999995,-0.0013358844,-0.008200894714590184,-0.010606545430603524,0.004588199041204092,0.0011477811256666727,0.06576301430547511,0.01417056987326042
1723528213.92456,0.40285658836364746,1723528213.896839,0.027721166610717773,0.0010841052854098138,-0.0058555454306035235,-0.0003288009587959081,-0.00018810327433332736,0.009284999999999998,0.004751,-0.0049169999999999995,-0.0013358844,-0.008200894714590184,-0.010606545430603524,0.004588199041204092,0.0011477811256666727,0.06576301430547511,0.01417056987326042
1723528214.0252612,0.5035576820373535,1723528214.0182934,0.006967782974243164,-0.0020100965353882926,-0.0062834912172932715,-0.000775502112507609,-0.0003195649533542846,-0.004325000000000001,0.005633,-0.0017490000000000001,-0.0012780279,0.002314903464611708,-0.011916491217293271,0.0009734978874923911,0.0009584629466457155,0.0549158816624721,0.012178228077977974
