key,label,type,sensor,perturbation_type,start,end,samples,relative_position_rmse_m,relative_position_max_m,relative_x_rmse_m,relative_y_rmse_m,relative_z_rmse_m,relative_yaw_rmse_deg,dominant_components,absolute_position_rmse_m,absolute_x_rmse_m,absolute_y_rmse_m,absolute_z_rmse_m,absolute_yaw_rmse_deg
01_straight_road,01 straight_road,temporal_phase,,,1723528213.157124,1723528321.185588,216,74.0928464771134,127.76350534757286,58.6809054119446,45.23361286472109,0.4706445793217227,84.98101284622122,yaw,74.0928464771134,58.6809054119446,45.23361286472109,0.4706445793217227,84.98101284622122
02_left_turn,02 left_turn,temporal_phase,,,1723528321.185588,1723528237.046052,0,,,,,,,,,,,,
03_straight_road,03 straight_road,temporal_phase,,,1723528237.046052,1723528244.525495,15,13.443053520751462,23.00689773486708,12.909914982587695,3.747035278626224,0.09751781825116203,5.042732357989533,x,48.95798736543407,45.65516177818101,17.675263555474604,0.27529643410743027,55.58817402547433
04_left_turn,04 left_turn,temporal_phase,,,1723528244.525495,1723528250.465728,12,8.800670722352692,13.460878308303595,4.710521970720805,7.433133625082055,0.10635994691102786,27.216088367257818,yaw,62.25416152001752,61.77890563134614,7.662939833503713,0.47623383096988187,81.1792720393611
05_straight_road,05 straight_road,temporal_phase,,,1723528250.465728,1723528263.265728,25,22.443983537686357,42.99610412090513,12.990030174314484,18.302235965162126,0.14025614375662837,33.498146756248815,yaw,56.06552337436112,52.78118804841538,18.904652837313225,0.32124840779689473,68.56387500440972
06_trees_occlusion,06 trees_occlusion,temporal_phase,,,1723528263.265728,1723528273.585834,20,21.416806209006108,35.58969222945662,13.443474355474363,16.670069287345118,0.24774059606511806,7.106689796560409,y,57.11151776882478,24.847096971441328,51.4230761628334,0.12029921868615776,36.45688962828043
07_straight_road,07 straight_road,temporal_phase,,,1723528273.585834,1723528280.882174,15,14.776681903891136,25.71862914784765,10.807915852608865,10.07632347360806,0.08359585471142295,21.500364437256508,yaw,74.61900211647863,7.182092872800703,74.27251602460287,0.07988867640660972,44.32884496464759
08_left_turn,08 left_turn,temporal_phase,,,1723528280.882174,1723528285.674305,9,9.160776141453246,14.995721640416019,8.799251635874317,2.54796254440019,0.029614771920257778,9.7817317089627,yaw,86.4305604821918,17.238206640443767,84.69393623578901,0.15225628157339044,22.89856301901393
09_straight_road,09 straight_road,temporal_phase,,,1723528285.674305,1723528306.69381,42,44.9612048391178,80.58049514688307,40.03615328907636,20.45098099740211,0.6113482171296837,131.39504740297787,yaw,94.95310126504546,63.30672179098406,70.76779019326665,0.5198914220466067,126.9231180156674
10_trees_building_occlusion,10 trees+building_occlusion,temporal_phase,,,1723528306.69381,1723528317.083501,21,32.42924561317232,51.368817256600714,19.819090309454108,25.66798543244055,0.1189713628483762,147.85874006815396,yaw,117.17726587403388,114.55492160351855,24.63187539195897,0.9758528581469745,134.65595479925665
11_u-turn,11 u-turn,temporal_phase,,,1723528317.083501,1723528334.696008,34,15.269101653642101,25.25368592874895,7.5042061408254135,13.297408599581876,0.10620753749173743,66.7909064302481,yaw,122.66798502464322,121.98602864102897,12.877786991305959,1.0029798615665513,117.24883757088469
12_speed_breaker,12 speed_breaker,temporal_phase,,,1723528334.696008,1723528336.569798,4,1.3546070700285135,2.096449170686148,1.2261481887742725,0.5755562818791529,0.015996866138403534,1.6133649084013655,yaw,111.5560904050776,110.00765892144443,18.503854179641447,0.8268407268411795,106.35093646296487
13_straight_road,13 straight_road,temporal_phase,,,1723528336.569798,1723528356.963645,40,27.287944462743436,50.25545814504972,22.51858581497474,15.411187378158127,0.20126969639783085,32.98194690538995,yaw,91.63429916712091,91.15284523168519,9.357594155220704,0.662587084119948,81.43603957169722
14_right_turn,14 right_turn,temporal_phase,,,1723528356.963645,1723528362.235453,11,8.630433274689864,14.188751606541546,7.85820999196932,3.566957687215689,0.09862600367273605,6.99820344242414,x,58.95549019095376,57.53143771239556,12.875600878747438,0.32000064311256393,118.05834459142716
15_straight_road,15 straight_road,temporal_phase,,,1723528362.235453,1723528378.383415,32,31.496677982934376,55.34994584432905,30.08316043994373,9.32886562184566,0.12825020395195771,92.00980569042589,yaw,31.62911099113273,29.215387732728725,12.117628627091074,0.15766474437859831,93.9962334943715
