ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1782047943.7967489,startup,none,none,fusion_node_started,0.0,0.0
1723528215.666153,1782047962.0499306,switch,none,fast_livo2,initial_healthy_source,0.0,0.0
1723528245.362003,1782048021.4416232,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,7.105427357601002e-15,0.0
1723528245.362003,1782048021.4440525,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528360.9213278,1782048252.5602262,output_gap,orbslam3,orbslam3,gap_sec=1.701,0.0,0.0
1723528372.1289353,1782048274.9756262,switch,orbslam3,fast_livo2,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528372.1289353,1782048274.9777548,switch_applied,orbslam3,fast_livo2,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528390.4533594,1782048311.6244676,failure,fast_livo2,none,both_estimators_unhealthy,0.0,0.0
1723528390.8498354,1782048312.4172025,alignment_invalidated,orbslam3,orbslam3,"orb_unhealthy:delayed_pose_timestamp,pose_rate_too_low,stale_pose,tracking_lost",0.0,0.0
1723528401.1497707,1782048333.017402,switch,none,orbslam3,initial_healthy_source,7.95651227888113e-15,0.0
1723528401.1497707,1782048333.0200157,output_gap,orbslam3,orbslam3,gap_sec=15.646,0.0,0.0
1723528401.1497707,1782048333.0220025,switch_applied,none,orbslam3,initial_healthy_source,0.0,0.0
1723528403.1535463,1782048337.0252893,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,5.102196573270515e-15,0.0
1723528403.2197258,1782048337.1575022,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.041669347907401136,0.045950347643447055
1723528419.452407,1782048369.6224148,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,7.105427357601002e-15,0.0
1723528419.452407,1782048369.6273816,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528422.1847734,1782048375.0874763,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,1.4210854715202004e-14,0.0
1723528422.1847734,1782048375.0909328,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.0,0.0
