key,label,type,sensor,perturbation_type,start,end,x_rmse_m,y_rmse_m,z_rmse_m,yaw_rmse_rad,position_rmse_m,position_max_m,worst_component,samples
01_warmup,01 warmup,straight,,,1621218776.071249,1621218787.571249,0.048085218540409785,0.5634473044777832,0.044519968169902516,0.023045044229956,0.5672451680985993,1.9029776086202825,position_max_m,230
02_left_turn,02 left_turn,turn_left,,,1621218788.071249,1621218791.571249,0.8200763602237057,0.9530056021848343,0.10907241456872066,1.5295149068965277,1.2619990911301369,2.1380333764500503,position_max_m,70
03_straight,03 straight,straight,,,1621218791.571249,1621218810.071249,1.7677010391134547,0.4477444766913634,0.37645869468801835,3.0203606862919488,1.8619783105333474,3.584903337731322,position_max_m,108
