key,label,type,sensor,perturbation_type,start,end,x_rmse_m,y_rmse_m,z_rmse_m,yaw_rmse_rad,position_rmse_m,position_max_m,worst_component,samples
01_warmup,01 warmup,straight,,,1621218776.071249,1621218787.571249,0.07493180543274314,1.4592620123013542,0.07255860565585989,0.016154487112425998,1.4629850126593675,8.01510583259938,position_max_m,115
02_left_turn,02 left_turn,turn_left,,,1621218788.071249,1621218791.571249,2.8106871408396588,15.211526577115766,0.13087923309620422,0.7448922561293936,15.46957117646241,20.930244905227752,position_max_m,35
03_straight,03 straight,straight,,,1621218791.571249,1621218810.071249,8.662568930067724,19.17473287228639,0.19305509953019673,1.5949039179212583,21.04157198175007,21.08596769022311,position_max_m,7
