stamp,time_from_start_s,x_error_m,y_error_m,z_error_m,yaw_error_rad,yaw_error_deg,position_error_m,relative_x_error_m,relative_y_error_m,relative_z_error_m,relative_yaw_error_rad,relative_yaw_error_deg,relative_position_error_m
1723528273.6458678,0.0,0.0843931648732763,0.1120537492930822,0.35118991276313033,-0.005065452096623346,-0.2902290264622118,0.37817007263206326,0.0,0.0,0.0,0.0,0.0,0.0
1723528273.6458678,0.0,0.0843931648732763,0.1120537492930822,0.35118991276313033,-0.005065452096623346,-0.2902290264622118,0.37817007263206326,0.0,0.0,0.0,0.0,0.0,0.0
1723528273.7455451,0.09967732429504395,0.14319346054945115,0.1035630902170297,0.3570288175454866,-0.0047632153426935275,-0.2729121360482992,0.3983707536420768,0.05880029567617484,-0.00849065907605251,0.005838904782356269,0.00030223675392981875,0.01731689041391261,0.05969638910527806
1723528273.7455451,0.09967732429504395,0.14319346054945115,0.1035630902170297,0.3570288175454866,-0.0047632153426935275,-0.2729121360482992,0.3983707536420768,0.05880029567617484,-0.00849065907605251,0.005838904782356269,0.00030223675392981875,0.01731689041391261,0.05969638910527806
1723528273.8459194,0.20005154609680176,0.08308827596938428,0.12097286690551101,0.3511028012276704,-0.0027698233696660246,-0.15869918907856725,0.38054076412497534,-0.0013048889038920208,0.008919117612428806,-8.711153545992723e-05,0.0022956287269573217,0.13152983738364457,0.009014487365094503
1723528273.8459194,0.20005154609680176,0.08308827596938428,0.12097286690551101,0.3511028012276704,-0.0027698233696660246,-0.15869918907856725,0.38054076412497534,-0.0013048889038920208,0.008919117612428806,-8.711153545992723e-05,0.0022956287269573217,0.13152983738364457,0.009014487365094503
1723528273.9521372,0.30626940727233887,0.14304533678548026,0.11721824684226334,0.3466262333318507,-0.006885446628567938,-0.39450703187952463,0.3928763563803145,0.058652171912203954,0.005164497549181135,-0.00456367943127961,-0.0018199945319445918,-0.10427800541731279,0.05905570653972153
1723528273.9521372,0.30626940727233887,0.14304533678548026,0.11721824684226334,0.3466262333318507,-0.006885446628567938,-0.39450703187952463,0.3928763563803145,0.058652171912203954,0.005164497549181135,-0.00456367943127961,-0.0018199945319445918,-0.10427800541731279,0.05905570653972153
1723528274.0484245,0.4025566577911377,0.09013206684909392,0.14584366042841168,0.3456452747819806,-0.0034536346233844384,-0.1978786879001819,0.38583003867086124,0.005738901975817612,0.033789911135329476,-0.005544637981149736,0.001611817473238908,0.09235033856202994,0.03471939084666542
1723528274.0484245,0.4025566577911377,0.09013206684909392,0.14584366042841168,0.3456452747819806,-0.0034536346233844384,-0.1978786879001819,0.38583003867086124,0.005738901975817612,0.033789911135329476,-0.005544637981149736,0.001611817473238908,0.09235033856202994,0.03471939084666542
