scenario	algorithm	run_id	status	run_directory
sensor_degradation	fastlivo2	20260825_revB_sensor_degradation_sensor_degradation_fastlivo2	accepted	/home/devil/Desktop/car/localisation/Localization-Robustness-Evaluation-Framework/ss..'/results/alive/one_full_loop/fastlivo2/20260825_revB_sensor_degradation_sensor_degradation_fastlivo2
sensor_degradation	fastlio2	20260825_revB_sensor_degradation_sensor_degradation_fastlio2	accepted	/home/devil/Desktop/car/localisation/Localization-Robustness-Evaluation-Framework/ss..'/results/alive/one_full_loop/fastlio2/20260825_revB_sensor_degradation_sensor_degradation_fastlio2
sensor_degradation	lvisam	20260825_revB_sensor_degradation_sensor_degradation_lvisam	accepted	/home/devil/Desktop/car/localisation/Localization-Robustness-Evaluation-Framework/ss..'/results/alive/one_full_loop/lvisam/20260825_revB_sensor_degradation_sensor_degradation_lvisam
sensor_degradation	floam	20260825_revB_sensor_degradation_sensor_degradation_floam	accepted	/home/devil/Desktop/car/localisation/Localization-Robustness-Evaluation-Framework/ss..'/results/alive/one_full_loop/floam/20260825_revB_sensor_degradation_sensor_degradation_floam
sensor_degradation	orbslam3	20260825_revB_sensor_degradation_sensor_degradation_orbslam3	accepted	/home/devil/Desktop/car/localisation/Localization-Robustness-Evaluation-Framework/ss..'/results/alive/one_full_loop/orbslam3/20260825_revB_sensor_degradation_sensor_degradation_orbslam3
sensor_degradation	rtabmap	20260825_revB_sensor_degradation_sensor_degradation_rtabmap	requires_review	/home/devil/Desktop/car/localisation/Localization-Robustness-Evaluation-Framework/ss..'/results/alive/one_full_loop/rtabmap/20260825_revB_sensor_degradation_sensor_degradation_rtabmap
