ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1782048509.2956333,startup,none,none,fusion_node_started,0.0,0.0
1723528215.5037308,1782048527.2058897,switch,none,fast_livo2,initial_healthy_source,0.0,0.0
1723528224.1709964,1782048544.5402803,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,1.1102230246251565e-16,0.0
1723528224.1709964,1782048544.542917,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528226.7033286,1782048549.6050565,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,1.1443916996305594e-16,0.0
1723528226.939327,1782048550.077902,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.1494678355004385,0.1198418570789675
1723528280.1712422,1782048656.5426302,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,7.105644194726877e-15,0.0
1723528280.1712422,1782048656.5467312,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528282.7046902,1782048661.6079798,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,5.551115123125783e-17,0.0
1723528282.9050586,1782048662.0108092,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.11610681108449512,0.3741642889848826
1723528289.571288,1782048675.34104,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,3.5566146649215975e-15,0.0
1723528289.571288,1782048675.3439288,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528292.1034179,1782048680.4060578,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,1.1102230246251565e-16,0.0
1723528292.2687387,1782048680.736603,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.2619147939552177,0.11240247640192666
1723528300.7707996,1782048697.7404468,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,1.4255886177560593e-14,0.0
1723528300.7707996,1782048697.744083,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528305.7060916,1782048707.610971,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,1.7763568394002505e-15,0.0
1723528305.9062397,1782048708.015692,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.1361408423757884,0.12631269648563426
1723528306.5688531,1782048709.3372,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,1.464821375527116e-14,0.0
1723528306.5688531,1782048709.3427749,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528309.1064265,1782048714.4119556,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,3.580361673049448e-15,0.0
1723528309.1064265,1782048714.4187133,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.0,0.0
1723528378.983584,1782048854.1663833,alignment_invalidated,orbslam3,orbslam3,"orb_unhealthy:camera_unavailable,delayed_pose_timestamp",0.0,0.0
1723528378.994186,1782048854.1972566,failure,fast_livo2,none,both_estimators_unhealthy,0.0,0.0
1723528500.9936922,1782049098.1864328,switch,none,orbslam3,initial_healthy_source,3.972054645195637e-15,0.0
1723528500.998726,1782049098.1967173,output_gap,orbslam3,orbslam3,gap_sec=141.893,0.0,0.0
1723528500.998726,1782049098.1980789,switch_applied,none,orbslam3,initial_healthy_source,0.0,0.0
1723528502.8564246,1782049101.911722,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,3.9968028886505635e-15,0.0
1723528503.2573166,1782049102.7138522,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,1.6925012472239251,0.718386624940961
