key,label,type,sensor,perturbation_type,start,end,samples,relative_position_rmse_m,relative_position_max_m,relative_x_rmse_m,relative_y_rmse_m,relative_z_rmse_m,relative_yaw_rmse_deg,dominant_components,absolute_position_rmse_m,absolute_x_rmse_m,absolute_y_rmse_m,absolute_z_rmse_m,absolute_yaw_rmse_deg
01_straight_road,01 straight_road,temporal_phase,,,1723528213.157124,1723528321.185588,1072,1.0892514770113715,2.606101348563412,0.27885701169525623,0.16186825109772407,1.0404355897826687,0.7497401662883347,z,1.0892514770113715,0.27885701169525623,0.16186825109772407,1.0404355897826687,0.7497401662883347
02_left_turn,02 left_turn,temporal_phase,,,1723528321.185588,1723528237.046052,0,,,,,,,,,,,,
03_straight_road,03 straight_road,temporal_phase,,,1723528237.046052,1723528244.525495,74,0.23202160466765304,0.4778844379540345,0.019685883948913897,0.06619284630073731,0.2215062033088679,0.48432184984790366,yaw,0.7727701056052085,0.2522070957783936,0.2005981557600665,0.7023714094848778,0.4188778863195267
04_left_turn,04 left_turn,temporal_phase,,,1723528244.525495,1723528250.465728,58,0.36885311167675683,0.5217217811986062,0.24386185392240278,0.27107419911358627,0.05570271779799055,1.378546000803394,yaw,1.0091684775090952,0.12401663274769727,0.3141803839334708,0.9509634993791113,2.739895662642709
05_straight_road,05 straight_road,temporal_phase,,,1723528250.465728,1723528263.265728,128,0.6699201296605889,1.0604586186432272,0.6362132454865952,0.10948508192392935,0.17899358432073412,0.4319127168684192,x,1.055244768284158,0.6330980084438429,0.14607109117366732,0.8314996506426563,0.3104965319420682
06_trees_occlusion,06 trees_occlusion,temporal_phase,,,1723528263.265728,1723528273.585834,102,0.17941023049416802,0.2818027544292693,0.03346663559755089,0.07109566558419142,0.16128676772411327,0.1577925663411688,"z,yaw",0.5122945425793752,0.10873633334734263,0.17895003694358527,0.4675457116097595,0.38025546833420487
07_straight_road,07 straight_road,temporal_phase,,,1723528273.585834,1723528280.882174,72,0.19924011706672914,0.38739731373342345,0.12911440799939322,0.04057353307813535,0.14621861136424333,0.17982614510176592,yaw,0.40623945327800404,0.24610579438343277,0.21903230584342093,0.23767052902584526,0.20830521765376311
08_left_turn,08 left_turn,temporal_phase,,,1723528280.882174,1723528285.674305,48,0.24406847327830655,0.40857069715746297,0.18522702093743693,0.04190169336714347,0.1533121601700649,0.4901094735742749,yaw,0.33929726628641876,0.2934811486284279,0.12677743358260293,0.11366148267282226,0.8988632565600164
09_straight_road,09 straight_road,temporal_phase,,,1723528285.674305,1723528306.69381,208,0.8567932152993823,1.5199955283104767,0.051111656401583605,0.06685743007754752,0.8526501606206183,0.38332002585596436,z,1.0787593709017067,0.10460830301263853,0.13608863256426298,1.065015853091329,0.2397254029827676
10_trees_building_occlusion,10 trees+building_occlusion,temporal_phase,,,1723528306.69381,1723528317.083501,102,0.4158201357913441,0.6494332667980193,0.028062454164730875,0.0867111771718429,0.4057093242079329,0.12623776310197465,z,2.1176198574779015,0.18191076767148476,0.1333620692427477,2.1055728179944744,0.13559549564337892
11_u-turn,11 u-turn,temporal_phase,,,1723528317.083501,1723528334.696008,176,0.9139214285575308,1.875664057566369,0.6947574601250216,0.5714804296625531,0.16116627342583392,4.733940790583057,yaw,2.663517855525947,0.6011736157753695,0.6169989046956909,2.5203630694813444,4.662418508269303
12_speed_breaker,12 speed_breaker,temporal_phase,,,1723528334.696008,1723528336.569798,18,0.2527815900278517,0.33546353269778617,0.23653114401758593,0.07646107364424427,0.0458830511617346,1.2910998014551558,yaw,2.8144383816049783,0.4926220844705325,1.483968698014704,2.340133284463879,9.240322731264305
13_straight_road,13 straight_road,temporal_phase,,,1723528336.569798,1723528356.963645,202,4.509532849427273,7.938162017504509,1.7632233256887007,4.08703077498198,0.7232630698170126,9.708286002982298,yaw,6.097585901925233,2.034686698519785,5.460123041590195,1.7965690192474737,3.784425807190814
14_right_turn,14 right_turn,temporal_phase,,,1723528356.963645,1723528362.235453,52,2.845725324761173,5.297646101275681,2.725602011627046,0.8067491397918712,0.13565442730246033,20.406331335436622,yaw,10.343830057555662,6.716935723035234,7.808443951956903,0.9517341022327551,27.840865906838168
15_straight_road,15 straight_road,temporal_phase,,,1723528362.235453,1723528378.383415,160,7.87947363662617,11.146564787883271,7.03673534034198,3.44933536260435,0.8200890784275617,24.48518050836318,yaw,16.523776634474206,16.14789967522218,3.4785806784216833,0.42427209272656047,16.203195930324245
