ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1783161419.2590125,startup,none,none,fusion_node_started,0.0,0.0
1723528213.2128034,1783161432.5419493,bag_clock_started,none,none,waiting_for_localization_start_delay,0.0,0.0
1723528221.2174482,1783161440.5484033,switch,none,fast_livo2,initial_healthy_source,0.0,0.0
1723528248.7713404,1783161468.1006503,alignment_invalidated,orbslam3,orbslam3,"orb_unhealthy:delayed_pose_timestamp,stale_pose,tracking_lost",0.0,0.0
1723528382.1097457,1783161601.4408352,alignment_overlap_reset,fast_livo2,orbslam3,lvisam_unhealthy:position_discontinuity,0.0,0.0
1723528387.1046057,1783161606.4342012,alignment_overlap_reset,fast_livo2,orbslam3,lvisam_unhealthy:position_discontinuity,0.0,0.0
1723528392.1427486,1783161611.4739354,alignment_overlap_reset,fast_livo2,orbslam3,lvisam_unhealthy:position_discontinuity,0.0,0.0
1723528406.7067256,1783161626.0366154,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528406.7067256,1783161626.0456731,switch,fast_livo2,lvisam,fast_livo2_unhealthy_fallback:pose_rate_too_low,3.552713678800501e-15,0.0
1723528406.716808,1783161626.052236,switch_applied,fast_livo2,lvisam,fast_livo2_unhealthy_fallback:pose_rate_too_low,0.0,0.0
1723528407.7305765,1783161627.0637028,output_gap,lvisam,lvisam,gap_sec=1.211,0.0,0.0
1723528407.9702609,1783161627.3261993,alignment_overlap_reset,fast_livo2,orbslam3,"fast_livo2_unhealthy:delayed_pose_timestamp,pose_rate_too_low,stale_pose",0.0,0.0
1723528409.0441031,1783161628.3744333,output_gap,lvisam,lvisam,gap_sec=1.210,0.0,0.0
1723528409.4241943,1783161628.7570343,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528410.2243817,1783161629.5543165,output_gap,lvisam,lvisam,gap_sec=1.210,0.0,0.0
1723528411.4636714,1783161630.7931623,output_gap,lvisam,lvisam,gap_sec=1.211,0.0,0.0
1723528412.6644714,1783161631.9941638,output_gap,lvisam,lvisam,gap_sec=1.210,0.0,0.0
1723528413.7427502,1783161633.0746646,output_gap,lvisam,lvisam,gap_sec=1.210,0.0,0.0
1723528414.778636,1783161634.1087568,output_gap,lvisam,lvisam,gap_sec=1.110,0.0,0.0
1723528415.7858355,1783161635.1179733,output_gap,lvisam,lvisam,gap_sec=1.009,0.0,0.0
1723528416.908649,1783161636.2383158,output_gap,lvisam,lvisam,gap_sec=1.008,0.0,0.0
1723528417.9278638,1783161637.2578647,output_gap,lvisam,lvisam,gap_sec=1.109,0.0,0.0
1723528419.0106113,1783161638.3412335,output_gap,lvisam,lvisam,gap_sec=1.110,0.0,0.0
1723528419.1228626,1783161638.4527156,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528420.112286,1783161639.4423223,output_gap,lvisam,lvisam,gap_sec=1.009,0.0,0.0
1723528421.0516925,1783161640.38112,output_gap,lvisam,lvisam,gap_sec=1.110,0.0,0.0
1723528422.1207974,1783161641.4504662,output_gap,lvisam,lvisam,gap_sec=1.008,0.0,0.0
1723528422.911905,1783161642.2412431,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528423.1852279,1783161642.5156517,output_gap,lvisam,lvisam,gap_sec=1.008,0.0,0.0
1723528424.3903658,1783161643.7198677,output_gap,lvisam,lvisam,gap_sec=1.009,0.0,0.0
1723528425.584227,1783161644.9153993,output_gap,lvisam,lvisam,gap_sec=1.311,0.0,0.0
1723528426.783636,1783161646.1180258,output_gap,lvisam,lvisam,gap_sec=1.210,0.0,0.0
1723528427.9232924,1783161647.2534256,output_gap,lvisam,lvisam,gap_sec=1.110,0.0,0.0
1723528429.1798532,1783161648.510187,output_gap,lvisam,lvisam,gap_sec=1.210,0.0,0.0
1723528430.3778076,1783161649.7113988,output_gap,lvisam,lvisam,gap_sec=1.210,0.0,0.0
1723528431.5860593,1783161650.9232078,output_gap,lvisam,lvisam,gap_sec=1.210,0.0,0.0
1723528432.7919986,1783161652.1217356,output_gap,lvisam,lvisam,gap_sec=1.211,0.0,0.0
1723528433.8463535,1783161653.1946592,output_gap,lvisam,lvisam,gap_sec=1.210,0.0,0.0
1723528434.8858197,1783161654.2154813,output_gap,lvisam,lvisam,gap_sec=1.008,0.0,0.0
1723528435.8113348,1783161655.1413991,output_gap,lvisam,lvisam,gap_sec=1.009,0.0,0.0
1723528437.683348,1783161657.0159562,output_gap,lvisam,lvisam,gap_sec=1.109,0.0,0.0
1723528439.7156126,1783161659.0477858,output_gap,lvisam,lvisam,gap_sec=1.110,0.0,0.0
1723528439.9855578,1783161659.3156176,switch,lvisam,fast_livo2,primary_recovered_without_recovery_overlap,7.951088352073423e-15,0.0
1723528439.9855578,1783161659.3228421,switch_applied,lvisam,fast_livo2,primary_recovered_without_recovery_overlap,0.0,0.0
1723528447.7126331,1783161667.0417452,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528447.7126331,1783161667.045587,switch,fast_livo2,lvisam,fast_livo2_unhealthy_fallback:pose_rate_too_low,3.554447978966673e-15,0.0
1723528448.7516568,1783161668.0824144,switch_applied,fast_livo2,lvisam,fast_livo2_unhealthy_fallback:pose_rate_too_low,0.6036908502702363,1.9645700014567047
1723528449.7875319,1783161669.120797,output_gap,lvisam,lvisam,gap_sec=1.109,0.0,0.0
1723528450.750162,1783161670.0882382,output_gap,lvisam,lvisam,gap_sec=1.009,0.0,0.0
1723528451.785509,1783161671.1152587,output_gap,lvisam,lvisam,gap_sec=1.008,0.0,0.0
1723528452.7239027,1783161672.058445,output_gap,lvisam,lvisam,gap_sec=1.009,0.0,0.0
1723528453.8007379,1783161673.138128,switch,lvisam,fast_livo2,primary_recovered_without_recovery_overlap,1.9621758982171556e-14,0.0
1723528453.8109345,1783161673.144116,switch_applied,lvisam,fast_livo2,primary_recovered_without_recovery_overlap,0.0,0.0
