ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1783159530.0638146,startup,none,none,fusion_node_started,0.0,0.0
1723528216.6244006,1783159547.409654,switch,none,orbslam3,initial_healthy_source,0.0,0.0
1723528219.6262014,1783159550.4120913,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,4.3885418357208765e-17,0.0
1723528219.7205472,1783159550.506989,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.004488220604113352,0.03365897691963786
1723528486.7986822,1783159817.5835202,alignment_invalidated,orbslam3,orbslam3,"orb_unhealthy:delayed_pose_timestamp,pose_rate_too_low,stale_pose,tracking_lost,unrealistic_acceleration,unrealistic_velocity",0.0,0.0
1723528487.3626087,1783159818.1499412,switch,fast_livo2,lvisam,fast_livo2_unhealthy_fallback:pose_rate_too_low,1.0051044705644574e-14,0.0
1723528487.4985032,1783159818.2834442,switch_applied,fast_livo2,lvisam,fast_livo2_unhealthy_fallback:pose_rate_too_low,0.19419361584829842,0.21467900062132872
1723528492.6047382,1783159823.3895936,switch,lvisam,fast_livo2,primary_recovered_without_recovery_overlap,7.94721185223203e-15,0.0
1723528492.6047382,1783159823.3980014,output_gap,fast_livo2,fast_livo2,gap_sec=1.328,0.0,0.0
1723528492.6047382,1783159823.4029741,switch_applied,lvisam,fast_livo2,primary_recovered_without_recovery_overlap,0.0,0.0
1723528500.961617,1783159831.7483404,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528500.961617,1783159831.7555523,switch,fast_livo2,lvisam,fast_livo2_unhealthy_fallback:pose_rate_too_low,7.108895957933346e-15,0.0
1723528501.067446,1783159831.8569007,switch_applied,fast_livo2,lvisam,fast_livo2_unhealthy_fallback:pose_rate_too_low,0.19460604122842792,0.9512171180321943
1723528501.9658132,1783159832.7530026,output_gap,lvisam,lvisam,gap_sec=1.008,0.0,0.0
1723528506.7633903,1783159837.5483196,output_gap,lvisam,lvisam,gap_sec=1.008,0.0,0.0
1723528507.5951385,1783159838.3803618,switch,lvisam,fast_livo2,primary_recovered_without_recovery_overlap,0.0,0.0
1723528507.5951385,1783159838.3910294,output_gap,fast_livo2,fast_livo2,gap_sec=1.418,0.0,0.0
1723528507.60524,1783159838.400566,switch_applied,lvisam,fast_livo2,primary_recovered_without_recovery_overlap,0.0,0.0
