timestamp_s,x_m,y_m,z_m,qx,qy,qz,qw
1723528213.2187629,0.0,0.0,0.0,-0.009516206722285972,0.011213908240099506,0.0001067254130929265,0.9998918334906469
1723528213.4201205,0.004145135637372732,0.003846263512969017,0.0006438562995754182,-0.009543024134293606,0.01118674949984849,-6.138980356804055e-05,0.9998918859343203
1723528213.6215644,0.003503017360344529,0.0012214871821925044,2.770898208837025e-05,-0.009560283623274119,0.01119764612022707,-1.2816559401803302e-05,0.9998916008918889
1723528213.823563,0.0028051319532096386,0.0041002375073730946,0.00046777183888480067,-0.009550932637719906,0.011205922843225987,-0.00013714198117550225,0.999891588208971
1723528214.02559,-0.002877048682421446,0.001727284281514585,-6.2182225519791245e-06,-0.009610176724341099,0.011253495629751998,1.0191588416188534e-05,0.9998904956221804
1723528214.2266083,-0.0063421293161809444,0.0024474880192428827,0.0019083463121205568,-0.009598154971630496,0.011204697022091462,5.401423416498272e-05,0.9998911577108012
1723528214.4287896,-0.0041996389627456665,0.001354755717329681,-0.000936258293222636,-0.009510976025016922,0.011216724212881926,2.951035254943365e-05,0.9998918569335999
1723528214.630425,-0.0018510040827095509,-0.002838567830622196,0.0011459585512056947,-0.00954322005883022,0.011195526205550838,9.207950716771707e-05,0.9998917834772192
1723528214.8319511,0.00010782535537146032,-0.001077100052498281,3.0384500860236585e-05,-0.009531797118473843,0.01121846399934092,0.00018441636957832865,0.9998916225770622
1723528215.033581,-0.0003316916699986905,-0.0008674187702126801,0.0005302992067299783,-0.009514659118868153,0.011197548039055412,0.00014831558227817353,0.9998920262619624
1723528215.235477,-0.000738536415155977,-0.003664631862193346,0.0022081974893808365,-0.009588316400117806,0.011212085804972675,0.00014284356418738616,0.9998911605351002
1723528215.4375358,-0.003363955533131957,-0.004318000748753548,0.002709919586777687,-0.009564667632953633,0.011181915769287927,0.00017178805536527457,0.9998917203285882
1723528215.6388857,0.003293164074420929,-0.006836140062659979,0.0016037959139794111,-0.009518807508204358,0.011186813653005591,0.0002304964953500853,0.9998920913655035
1723528215.8406963,0.007056976202875376,-0.004386540502309799,0.002346276305615902,-0.009560847310225792,0.011179321090079884,0.0006286753557246657,0.9998916029980311
1723528216.0428762,0.01226461585611105,-0.008500677533447742,-0.001219612779095769,-0.009497178861376437,0.011180875267317583,0.0009741842287481734,0.9998919154523753
1723528216.244563,0.02376609854400158,-0.009701277129352093,0.0004363644984550774,-0.009565015240250729,0.011191971003310614,0.0014275286750170019,0.9998906002310437
1723528216.446322,0.030195729807019234,-0.010541172698140144,0.00134046352468431,-0.009515054395109274,0.011179536642377415,0.0019184883224407845,0.9998903945447604
1723528216.6479208,0.044665757566690445,-0.009778535924851894,-0.0009741103858686984,-0.009503439507879644,0.011193850538008792,0.002426207076086235,0.999889241799749
1723528216.8491592,0.05472613871097565,-0.008857456967234612,0.0016482671489939094,-0.009512421216365854,0.011184931016325212,0.003081298114493371,0.9998874520478253
1723528217.0512474,0.060915686190128326,-0.013488809578120708,-0.002154745627194643,-0.009497528294986625,0.011186447650587607,0.0036176144399023675,0.9998857800824106
1723528217.2529235,0.07483533769845963,-0.016190843656659126,-0.004122123587876558,-0.009437066479058157,0.011162237686622709,0.004446550729496362,0.9998832803946206
1723528217.4548292,0.0815710499882698,-0.01565033383667469,-0.003071501851081848,-0.009494901397872386,0.011186616670014323,0.005042409519995037,0.9998796330364746
1723528217.6563978,0.08697623759508133,-0.01889975555241108,-0.0016931238351389766,-0.009493755577432914,0.011190985595731864,0.005802923293457715,0.9998754705100442
