timestamp_s,x_m,y_m,z_m,qx,qy,qz,qw,frame_id,child_frame_id
1723528215.630608,-0.009300368945641062,-0.0003584193667425144,-0.0019086627400546545,0.00011179013724071724,7.740156612694006e-05,0.0001720390653663501,0.9999999759572611,odom,base_link
1723528215.7306561,-0.007636985803045498,-0.0027394779129801894,-0.0009110630189298044,9.895609747311872e-05,0.00013719592380094243,0.0002090344301974284,0.9999999638447875,odom,base_link
1723528215.8307033,-0.0020293630991940724,-0.005808805650238208,-0.003046273700446261,0.00016201486197064903,0.00012437367067367832,0.0005287915077727399,0.999999839330945,odom,base_link
1723528215.9641004,0.00041680698422185596,-0.004994872079173731,-0.003050239056604044,9.908899888757056e-05,0.00010249822706117919,0.0008091559364072831,0.9999996624710202,odom,base_link
1723528216.097498,0.003343371793273213,-0.001324299301561882,-0.0008578972057439429,8.160974548963885e-05,8.18426046722435e-05,0.0009185327907940598,0.999999571469483,odom,base_link
1723528216.197545,0.007955500643552481,0.0003782936646506865,-0.0009854428459467996,0.00011540207534770394,8.550235647906475e-05,0.0006818698283019705,0.9999997572125932,odom,base_link
1723528216.3309393,0.01635598452166543,0.0003159588894186533,-0.0017393943960092005,0.0001576685887630654,0.000126675698921225,0.0012931927191859338,0.9999991433728703,odom,base_link
1723528216.4309845,0.020529948507581844,-0.006560339680841611,0.0004334891492823814,0.00014679442942419564,0.00014090730048334232,0.001829846148151384,0.9999983051283649,odom,base_link
1723528216.5310311,0.021195755378394986,-0.010661595669876756,-0.0003815221297093531,0.00010599263198389786,7.494349121194318e-05,0.0017892265613315065,0.9999983909073791,odom,base_link
1723528216.6644258,0.025165702141893617,-0.007325769673932563,-0.0018346031467826676,0.0001185583747836249,7.216287066257758e-05,0.002112471327960226,0.9999977590981495,odom,base_link
1723528216.797821,0.03512914330931838,-0.007436647486598563,-0.0012437883306042358,7.071842558524299e-05,4.786224461446237e-05,0.002938387145906604,0.999995679285211,odom,base_link
1723528216.9312162,0.042971490900098955,-0.008480402627438568,-0.00010138064521096808,6.669674225608059e-05,3.884139508435844e-05,0.0033459517912045366,0.999994399309067,odom,base_link
1723528217.064612,0.04606499996598133,-0.01056068624184715,-0.0005101080201914173,8.030281451220766e-05,5.669856543197462e-05,0.0037484887218735556,0.9999929695598028,odom,base_link
1723528217.1980329,0.05397969922534913,-0.009838561637630005,-0.0011819561869312357,0.00014939308986787348,4.128688845501986e-05,0.003996020463117109,0.9999920038668089,odom,base_link
1723528217.2981172,0.055121648601086,-0.012620389119745464,-0.000907477809690613,5.532431659361204e-05,1.302330661914496e-05,0.004944848767265616,0.9999877725453858,odom,base_link
1723528217.3982038,0.062277090671441056,-0.01933639215266309,-0.0026930426024183865,6.533961395889251e-05,6.02975913340233e-06,0.0053136490812327785,0.9999858803142264,odom,base_link
1723528217.49829,0.06921444617230176,-0.015787141775622474,-0.0018677153635316356,9.105561184022302e-05,-1.3215318910258503e-05,0.005531557388014924,0.9999846965864498,odom,base_link
1723528217.6317406,0.0791481550848394,-0.013987571728997741,-0.003241282700895495,0.00010260530012273223,-2.2806141719840343e-05,0.005694609061948756,0.9999837800582887,odom,base_link
1723528217.7651927,0.08408691323381597,-0.016274597497227605,-0.0050426456991380176,7.817932891874985e-05,-3.50019558514763e-05,0.006293809932613932,0.999980190113478,odom,base_link
1723528217.898646,0.09548408988018481,-0.0210992399349545,-0.002031581251801166,0.00010289974234191089,-1.5630213910841617e-05,0.007008357501493426,0.9999754357445341,odom,base_link
1723528218.0321012,0.09583701793335589,-0.019803539442530244,-0.0006159036764141115,5.991539666360197e-05,-5.929863290955607e-05,0.007210225772547438,0.9999740024311263,odom,base_link
1723528218.165542,0.10118815071827443,-0.020176936564009727,-0.0019005039792991734,7.029830037226573e-05,-2.910006907555362e-05,0.007641267453792531,0.9999708021952614,odom,base_link
1723528218.29891,0.10368006297201211,-0.0222298947508421,-0.004176923756793349,8.522923961899376e-05,-0.00011333384583230188,0.00838573454187645,0.9999648290553069,odom,base_link
1723528218.4322774,0.1159832039662281,-0.022653350971589506,-0.0041570308751185175,6.608982330289206e-05,-2.9599137003295928e-05,0.00862042870995002,0.9999628407920382,odom,base_link
1723528218.565644,0.1274122513675193,-0.024097751851742726,-0.003077353574928352,4.2185913141504376e-05,-0.00014130083206081165,0.009137547187187433,0.9999582408710004,odom,base_link
1723528218.665669,0.1315004375940538,-0.02779732292933632,-0.003831935210065199,8.892871645034759e-05,-0.00019114361879297745,0.009469264194324839,0.9999551432896471,odom,base_link
1723528218.7990346,0.13731147989719272,-0.030164515352694685,-0.0012937301125037484,0.0001360240843598243,-0.00017527822048043402,0.010600210149100361,0.9999437915802012,odom,base_link
1723528218.9323995,0.1629408121816376,-0.033924548224085416,-0.001599313660251618,-4.682788412799554e-06,-0.0002659575471293603,0.012227287837336603,0.9999252085415177,odom,base_link
1723528219.032422,0.17689181042768207,-0.03593092434406315,-4.5416952417341554e-05,8.109933790229587e-06,-0.00017733050109434555,0.01279711671812986,0.9999180977919266,odom,base_link
1723528219.1324456,0.19995873442499362,-0.03729107295998942,-0.0009987853082781611,2.323526216986076e-05,-0.00017899587577163643,0.013978757693971947,0.999902276101986,odom,base_link
1723528219.2658615,0.23869127556752903,-0.04350885572205474,-0.005162895750608631,5.451914486972025e-05,-0.00018886694268385683,0.016272404583423876,0.9998675763349936,odom,base_link
