ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1782466736.5575092,startup,none,none,fusion_node_started,0.0,0.0
1723528215.6976674,1782466754.6873047,switch,none,fast_livo2,initial_healthy_source,0.0,0.0
1723528244.366992,1782466812.0261679,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,3.5658083926151344e-15,0.0
1723528244.366992,1782466812.0288217,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528262.9629657,1782466849.2182639,alignment_overlap_reset,fast_livo2,orbslam3,"fast_livo2_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528358.5662713,1782467040.4252713,switch,orbslam3,fast_livo2,active_unhealthy:delayed_pose_timestamp,3.5596458096434965e-15,0.0
1723528358.5662713,1782467040.4323244,output_gap,fast_livo2,fast_livo2,gap_sec=1.934,0.0,0.0
1723528358.5713089,1782467040.440045,switch_applied,orbslam3,fast_livo2,active_unhealthy:delayed_pose_timestamp,0.0,0.0
1723528389.99489,1782467103.284436,alignment_overlap_reset,fast_livo2,orbslam3,"fast_livo2_unhealthy:delayed_pose_timestamp,imu_unavailable,pose_rate_too_low",0.0,0.0
1723528389.99489,1782467103.290586,failure,fast_livo2,none,both_estimators_unhealthy,0.0,0.0
1723528392.5306277,1782467108.3542356,switch,none,orbslam3,initial_healthy_source,3.552713678800501e-15,0.0
1723528392.5306277,1782467108.359225,output_gap,orbslam3,orbslam3,gap_sec=12.873,0.0,0.0
1723528392.5356681,1782467108.3654041,switch_applied,none,orbslam3,initial_healthy_source,0.0,0.0
1723528393.049354,1782467109.3939118,output_gap,orbslam3,orbslam3,gap_sec=1.001,0.0,0.0
1723528396.9984217,1782467117.2911115,failure,orbslam3,none,both_estimators_unhealthy,0.0,0.0
1723528417.3048937,1782467157.9021227,switch,none,orbslam3,initial_healthy_source,1.7763568394002505e-15,0.0
1723528417.3048937,1782467157.9044774,output_gap,orbslam3,orbslam3,gap_sec=22.351,0.0,0.0
1723528417.3048937,1782467157.9060018,switch_applied,none,orbslam3,initial_healthy_source,0.0,0.0
