key,label,type,sensor,perturbation_type,start,end,samples,relative_position_rmse_m,relative_position_max_m,relative_x_rmse_m,relative_y_rmse_m,relative_z_rmse_m,relative_yaw_rmse_deg,dominant_components,absolute_position_rmse_m,absolute_x_rmse_m,absolute_y_rmse_m,absolute_z_rmse_m,absolute_yaw_rmse_deg
01_straight_road,01 straight_road,temporal_phase,,,1723528213.157124,1723528321.185588,2272,0.4267481004496731,1.1220926889807339,0.2383068474642582,0.3037654829737879,0.18179746709663464,0.4600628980715197,yaw,0.4281066669101727,0.237401454401258,0.3057498552222533,0.18284663992722464,0.4813238509384647
02_left_turn,02 left_turn,temporal_phase,,,1723528321.185588,1723528237.046052,0,,,,,,,,,,,,
03_straight_road,03 straight_road,temporal_phase,,,1723528237.046052,1723528244.525495,160,0.11566259410193643,0.3128180617776363,0.06818785511731205,0.08933780105183121,0.027331472556618483,0.2561121831408564,yaw,0.1406050606366757,0.09034863528812924,0.10519802051041202,0.023244002643838656,0.26770973797994646
04_left_turn,04 left_turn,temporal_phase,,,1723528244.525495,1723528250.465728,120,0.2339579618935955,0.33316381130134665,0.10559868147758936,0.207847895996761,0.019608634152315552,0.8972912319455124,yaw,0.14904721522751152,0.09490298264759248,0.112345030472887,0.024229947992370496,1.2404315319015282
05_straight_road,05 straight_road,temporal_phase,,,1723528250.465728,1723528263.265728,264,0.6131390673382235,1.2522183028681269,0.5831250658744085,0.1580724188677893,0.10448819951860422,0.3094281954876532,x,0.5164841007727987,0.49817692828506355,0.07046220105779526,0.1166647020209458,0.3234773378835417
06_trees_occlusion,06 trees_occlusion,temporal_phase,,,1723528263.265728,1723528273.585834,220,0.1361028220901891,0.38712043393875895,0.09363906611973526,0.07780679457752178,0.06084247032056514,0.2814258974723766,yaw,0.3058223247134897,0.13137769172427066,0.08701060564027822,0.26209988728818173,0.41527990367696654
07_straight_road,07 straight_road,temporal_phase,,,1723528273.585834,1723528280.882174,148,0.16523172387816726,0.5101557429168321,0.15467381607114034,0.04990628089642308,0.02978080463703545,0.2000470540974846,yaw,0.4177854681900731,0.1697309573236956,0.19328307035142978,0.3292077676366473,0.3252068892375696
08_left_turn,08 left_turn,temporal_phase,,,1723528280.882174,1723528285.674305,102,0.17849932623842635,0.3419679645765088,0.15794988156826698,0.08210280981409741,0.0131519200412992,0.48312718069371785,yaw,0.4488311647448192,0.14466361350044757,0.24630011576306524,0.34620529509278875,0.485891808283752
09_straight_road,09 straight_road,temporal_phase,,,1723528285.674305,1723528306.69381,458,0.2836920120545482,0.5508119150929632,0.21006731869713646,0.14750968004803827,0.12080469200771557,0.3295125320675838,yaw,0.5301542119528485,0.13776569996188204,0.44949063735395445,0.24503523684665135,0.5040716799409893
10_trees_building_occlusion,10 trees+building_occlusion,temporal_phase,,,1723528306.69381,1723528317.083501,218,0.1855064010742936,0.3545959412500534,0.12821125113993967,0.10543502228668604,0.08281277676828609,0.2686068809355922,yaw,0.7101734861103681,0.348927551534218,0.6153792586240884,0.06248449575499387,0.4556849238607214
11_u-turn,11 u-turn,temporal_phase,,,1723528317.083501,1723528334.696008,356,0.6782767250244043,1.5027494615913684,0.5651605476188608,0.36167884711862236,0.0992032392209308,4.138258167923778,yaw,0.9925367604419818,0.5263071721758351,0.8320151180847055,0.12601914387676602,3.8835477906994926
12_speed_breaker,12 speed_breaker,temporal_phase,,,1723528334.696008,1723528336.569798,40,0.2771948584825412,0.3601135304154505,0.2720067298924289,0.04591485609245209,0.02722415200502449,1.0809302162998504,yaw,1.6392039580677413,0.16966769356194386,1.6227004477419151,0.15825848098761736,8.334425887562162
13_straight_road,13 straight_road,temporal_phase,,,1723528336.569798,1723528356.963645,436,4.285757684262174,7.805535037625681,1.7604103100356037,3.90729003985511,0.04194058871381643,9.227826417770945,yaw,5.654935688456894,1.79586163501862,5.360851958182873,0.1201869830661548,3.686546596362212
14_right_turn,14 right_turn,temporal_phase,,,1723528356.963645,1723528362.235453,110,2.864871484875567,5.386094592740808,2.738424372420694,0.8391505386360443,0.06593144084804509,20.727184827542654,yaw,9.931296973368074,6.428665489846258,7.569340858472448,0.08943467531808531,27.736263070073388
15_straight_road,15 straight_road,temporal_phase,,,1723528362.235453,1723528378.383415,330,7.907944428213431,11.10102879270077,7.108256124993434,3.461993463717495,0.1512653244550826,24.728372681006423,yaw,16.258176385799093,15.902885964682008,3.377848546921173,0.12906037400385725,15.873029064859756
