timestamp_relative_s,timestamp_absolute_s,x_error_m,y_error_m,z_error_m,xy_error_m,overall_error_m,yaw_error_deg
0.06078696250915527,1723528213.2187629,0.13915552566325928,0.06509587711444764,-0.2559586585582446,0.15362855704561337,0.29852398300782024,-0.47677335362965906
0.2621445655822754,1723528213.4201205,0.14272753037718894,0.06797286872848156,-0.25532746205765877,0.15808687108912864,0.3003057969662856,-0.5010551969892341
0.4635884761810303,1723528213.6215644,0.1416319963682879,0.06504828551941783,-0.2561518871315603,0.15585538760107853,0.2998411097987433,-0.49455637713580686
0.6655871868133545,1723528213.823563,0.140158735633869,0.06855161293997321,-0.2577749372873899,0.15602498136887144,0.3013166326386157,-0.51079489691335
0.8676140308380127,1723528214.02559,0.13415865055826967,0.06752401732622061,-0.2589035442133275,0.15019333019640937,0.29931435254880456,-0.4935156107337361
1.0686323642730713,1723528214.2266083,0.13835208120541084,0.07026828628782567,-0.2542756887391552,0.15517387161405888,0.29788430021649037,-0.49376676985636375
1.2708137035369873,1723528214.4287896,0.13591385989389618,0.06802821200879379,-0.25960136129876543,0.1519882065831788,0.30082101277760365,-0.5005134588107163
1.4724490642547607,1723528214.630425,0.13863030748906346,0.06548249579197851,-0.2593659626550104,0.15331770742369835,0.3012922534577001,-0.4893135153182093
1.6739752292633057,1723528214.8319511,0.13912252141585205,0.06652018316266085,-0.2604717659656679,0.15420768701040216,0.30269712849376657,-0.48761402745108917
1.8756051063537598,1723528215.033581,0.1398251068980551,0.06793888073263714,-0.260377967662975,0.15545659212222565,0.3032547412301369,-0.4908457627757868
2.077501058578491,1723528215.235477,0.13876038928336926,0.06406418720185852,-0.25894954055259545,0.15283542035767414,0.3006884272271004,-0.49228801750428836
2.279559850692749,1723528215.4375358,0.13540605853410637,0.06461640152304589,-0.25954616009251613,0.15003359634938213,0.2997904088730981,-0.49595765211603643
2.480909824371338,1723528215.6388857,0.1397142347896392,0.06229038652683696,-0.26137938414041434,0.15297110726054508,0.30285201354810154,-0.5028393660143131
2.682720422744751,1723528215.8406963,0.14086106671518792,0.06449057540882915,-0.2608065900137117,0.15492215604200227,0.30334955386036555,-0.47835626402682563
2.8849003314971924,1723528216.0428762,0.14197718588305855,0.058991783009882975,-0.263810720549691,0.15374508699128464,0.30534185440405126,-0.4710311685784594
3.0865871906280518,1723528216.244563,0.14731850349648531,0.05750944312753408,-0.2633150408259635,0.15814574771799284,0.30715613008120457,-0.448566512385054
3.2883460521698,1723528216.446322,0.14927792939080786,0.05895874144046767,-0.26241470442843395,0.16049932521805485,0.3076060963240379,-0.435065340801402
3.4899449348449707,1723528216.6479208,0.15844330440788607,0.06253515380963941,-0.2651033085691959,0.17033768277655215,0.315110600246992,-0.4261048629439551
3.69118332862854,1723528216.8491592,0.16206783765678617,0.06584764708865654,-0.26254954456919116,0.1749339779169806,0.31549034847891677,-0.4455032200041078
3.8932714462280273,1723528217.0512474,0.1508834274563388,0.06190497589235426,-0.26620189895688845,0.16308903924300128,0.3121882216379386,-0.4736222386036678
4.094947576522827,1723528217.2529235,0.14833067716414802,0.06271629043401357,-0.26926467754781147,0.1610444748315764,0.3137495648581925,-0.47876792965569076
4.296853303909302,1723528217.4548292,0.14320509695100758,0.06196745140094279,-0.26774395079381386,0.1560373827833436,0.3098943174899403,-0.500602843908193
4.498421907424927,1723528217.6563978,0.14058964047319256,0.06188340971009101,-0.2669990730129601,0.15360665156733458,0.30803166784522096,-0.4876513001446286
