stamp,x,y,z,qx,qy,qz,qw,yaw,vx,vy,vz,algorithm,run_id
1723528219.876237154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,lvi_sam,0
1723528219.876237154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,lvi_sam,0
1723528220.074739695,0.11379912315045153,-0.02335524799169848,-0.0022204220294952393,0.0,0.0,0.005404112633238935,0.9999853976767097,0.010808277875184999,0.0,0.0,0.0,lvi_sam,0
1723528220.074739695,0.11379912315045153,-0.02335524799169848,-0.0022204220294952393,0.0,0.0,0.005404112633238935,0.9999853976767097,0.010808277875184999,0.0,0.0,0.0,lvi_sam,0
1723528220.276686668,0.23187173057636767,-0.04566174472689882,-0.005504796281456947,0.0,0.0,0.010561305260721207,0.9999442278603291,0.0211230032145977,0.0,0.0,0.0,lvi_sam,0
1723528220.276686668,0.23187173057636767,-0.04566174472689882,-0.005504796281456947,0.0,0.0,0.010561305260721207,0.9999442278603291,0.0211230032145977,0.0,0.0,0.0,lvi_sam,0
1723528220.480464458,0.36753387243762536,-0.0582256162623226,-0.01019323617219925,0.0,0.0,0.01509237543653457,0.9998861036156481,0.030185896903276457,0.0,0.0,0.0,lvi_sam,0
1723528220.480464458,0.36753387243762536,-0.0582256162623226,-0.01019323617219925,0.0,0.0,0.01509237543653457,0.9998861036156481,0.030185896903276457,0.0,0.0,0.0,lvi_sam,0
1723528220.681744099,0.4876754856273364,-0.07277932142499825,-0.012245789170265198,0.0,0.0,0.018889709927086266,0.9998215735114293,0.03778166696429254,0.0,0.0,0.0,lvi_sam,0
1723528220.681744099,0.4876754856273364,-0.07277932142499825,-0.012245789170265198,0.0,0.0,0.018889709927086266,0.9998215735114293,0.03778166696429254,0.0,0.0,0.0,lvi_sam,0
1723528220.882543802,0.6316718667494654,-0.09192444291447921,-0.015980616211891174,0.0,0.0,0.021922998127423668,0.9997596621954223,0.04384950920939444,0.0,0.0,0.0,lvi_sam,0
1723528220.882543802,0.6316718667494654,-0.09192444291447921,-0.015980616211891174,0.0,0.0,0.021922998127423668,0.9997596621954223,0.04384950920939444,0.0,0.0,0.0,lvi_sam,0
1723528221.083859921,0.7796925764907484,-0.11858410576053985,-0.019100867211818695,0.0,0.0,0.024321059505952352,0.999704199283222,0.04864691570401193,0.0,0.0,0.0,lvi_sam,0
1723528221.083859921,0.7796925764907484,-0.11858410576053985,-0.019100867211818695,0.0,0.0,0.024321059505952352,0.999704199283222,0.04864691570401193,0.0,0.0,0.0,lvi_sam,0
1723528221.285214663,0.9402306105492072,-0.15431362877620144,-0.026850074529647827,0.0,0.0,0.026481421318173222,0.9996493056692278,0.05296903476119042,0.0,0.0,0.0,lvi_sam,0
1723528221.285214663,0.9402306105492072,-0.15431362877620144,-0.026850074529647827,0.0,0.0,0.026481421318173222,0.9996493056692278,0.05296903476119042,0.0,0.0,0.0,lvi_sam,0
1723528221.486063719,1.1138206924938616,-0.17951863243263075,-0.029109586030244827,0.0,0.0,0.028974807949319115,0.9995801421118269,0.05795772746205334,0.0,0.0,0.0,lvi_sam,0
1723528221.486063719,1.1138206924938616,-0.17951863243263075,-0.029109586030244827,0.0,0.0,0.028974807949319115,0.9995801421118269,0.05795772746205334,0.0,0.0,0.0,lvi_sam,0
1723528221.691112280,1.2876930949005831,-0.202896685937975,-0.03409167379140854,0.0,0.0,0.03106692969350695,0.9995173064431745,0.062143858522176715,0.0,0.0,0.0,lvi_sam,0
1723528221.691112280,1.2876930949005831,-0.202896685937975,-0.03409167379140854,0.0,0.0,0.03106692969350695,0.9995173064431745,0.062143858522176715,0.0,0.0,0.0,lvi_sam,0
1723528221.891863585,1.4808718293962575,-0.2207827143964432,-0.042015645653009415,0.0,0.0,0.03325101330246283,0.9994470321704695,0.06651428714394567,0.0,0.0,0.0,lvi_sam,0
1723528221.891863585,1.4808718293962575,-0.2207827143964432,-0.042015645653009415,0.0,0.0,0.03325101330246283,0.9994470321704695,0.06651428714394567,0.0,0.0,0.0,lvi_sam,0
1723528222.092501640,1.6800857549188433,-0.25157355396979586,-0.04312325641512871,0.0,0.0,0.03470886037214072,0.9993974659822124,0.06943166628479958,0.0,0.0,0.0,lvi_sam,0
1723528222.092501640,1.6800857549188433,-0.25157355396979586,-0.04312325641512871,0.0,0.0,0.03470886037214072,0.9993974659822124,0.06943166628479958,0.0,0.0,0.0,lvi_sam,0
1723528222.294956684,1.9000129649032729,-0.27779055664893215,-0.05175076797604561,0.0,0.0,0.035517360418825944,0.9993690595114896,0.07104966416954997,0.0,0.0,0.0,lvi_sam,0
1723528222.294956684,1.9000129649032729,-0.27779055664893215,-0.05175076797604561,0.0,0.0,0.035517360418825944,0.9993690595114896,0.07104966416954997,0.0,0.0,0.0,lvi_sam,0
1723528222.498103380,2.145829632297795,-0.28988959249320057,-0.05462892726063728,0.0,0.0,0.03541512830455729,0.9993726875831517,0.07084507122635839,0.0,0.0,0.0,lvi_sam,0
1723528222.498103380,2.145829632297795,-0.28988959249320057,-0.05462892726063728,0.0,0.0,0.03541512830455729,0.9993726875831517,0.07084507122635839,0.0,0.0,0.0,lvi_sam,0
1723528222.696195126,2.3912160274198824,-0.32488494537283524,-0.06334828957915306,0.0,0.0,0.03483900286242534,0.9993929376774442,0.06969210878014562,0.0,0.0,0.0,lvi_sam,0
1723528222.696195126,2.3912160274198824,-0.32488494537283524,-0.06334828957915306,0.0,0.0,0.03483900286242534,0.9993929376774442,0.06969210878014562,0.0,0.0,0.0,lvi_sam,0
1723528222.900732040,2.65866248091555,-0.360231341160894,-0.07073609158396721,0.0,0.0,0.03419843375028461,0.9994150624885676,0.06841020658612251,0.0,0.0,0.0,lvi_sam,0
1723528222.900732040,2.65866248091555,-0.360231341160894,-0.07073609158396721,0.0,0.0,0.03419843375028461,0.9994150624885676,0.06841020658612251,0.0,0.0,0.0,lvi_sam,0
1723528223.100720882,2.920175247523785,-0.4081694790730438,-0.07018660381436348,0.0,0.0,0.03351048410087646,0.9994383660112938,0.06703351810574525,0.0,0.0,0.0,lvi_sam,0
1723528223.100720882,2.920175247523785,-0.4081694790730438,-0.07018660381436348,0.0,0.0,0.03351048410087646,0.9994383660112938,0.06703351810574525,0.0,0.0,0.0,lvi_sam,0
1723528223.300410271,3.171451481222509,-0.4548826675297145,-0.07411541417241096,0.0,0.0,0.03301388727539511,0.9994548930526918,0.06603977456688881,0.0,0.0,0.0,lvi_sam,0
1723528223.300410271,3.171451481222509,-0.4548826675297145,-0.07411541417241096,0.0,0.0,0.03301388727539511,0.9994548930526918,0.06603977456688881,0.0,0.0,0.0,lvi_sam,0
1723528223.503946781,3.421764063568602,-0.48674931498083285,-0.08010386303067207,0.0,0.0,0.03236681511289693,0.9994760573817902,0.06474493816494942,0.0,0.0,0.0,lvi_sam,0
1723528223.503946781,3.421764063568602,-0.48674931498083285,-0.08010386303067207,0.0,0.0,0.03236681511289693,0.9994760573817902,0.06474493816494942,0.0,0.0,0.0,lvi_sam,0
1723528223.705728769,3.701678276907981,-0.5250655881851959,-0.08435293659567833,0.0,0.0,0.03184797100740398,0.9994927247072445,0.0637067146599293,0.0,0.0,0.0,lvi_sam,0
1723528223.705728769,3.701678276907981,-0.5250655881851959,-0.08435293659567833,0.0,0.0,0.03184797100740398,0.9994927247072445,0.0637067146599293,0.0,0.0,0.0,lvi_sam,0
1723528223.906745672,4.015831423434386,-0.5627952144462189,-0.097059216350317,0.0,0.0,0.030834277619077814,0.999524510616778,0.06167833134531975,0.0,0.0,0.0,lvi_sam,0
1723528223.906745672,4.015831423434386,-0.5627952144462189,-0.097059216350317,0.0,0.0,0.030834277619077814,0.999524510616778,0.06167833134531975,0.0,0.0,0.0,lvi_sam,0
1723528224.111611128,4.318110283483345,-0.6090914735331178,-0.10696697607636452,0.0,0.0,0.030151727116041156,0.9995453333150627,0.060312595218420015,0.0,0.0,0.0,lvi_sam,0
1723528224.111611128,4.318110283483345,-0.6090914735331178,-0.10696697607636452,0.0,0.0,0.030151727116041156,0.9995453333150627,0.060312595218420015,0.0,0.0,0.0,lvi_sam,0
1723528224.310419321,4.6501086048686595,-0.6677804566949338,-0.12237409129738808,0.0,0.0,0.029218059503356306,0.9995730613611284,0.05844443663954736,0.0,0.0,0.0,lvi_sam,0
1723528224.310419321,4.6501086048686595,-0.6677804566949338,-0.12237409129738808,0.0,0.0,0.029218059503356306,0.9995730613611284,0.05844443663954736,0.0,0.0,0.0,lvi_sam,0
1723528224.513132572,4.990587432287514,-0.7266485104839906,-0.12644118443131447,0.0,0.0,0.028675541951223835,0.9995887720927059,0.0573589466512203,0.0,0.0,0.0,lvi_sam,0
1723528224.513132572,4.990587432287514,-0.7266485104839906,-0.12644118443131447,0.0,0.0,0.028675541951223835,0.9995887720927059,0.0573589466512203,0.0,0.0,0.0,lvi_sam,0
1723528224.716605663,5.322790252535406,-0.7853679573516736,-0.12848805263638496,0.0,0.0,0.027808737151206596,0.9996132622859978,0.055624645203352016,0.0,0.0,0.0,lvi_sam,0
1723528224.716605663,5.322790252535406,-0.7853679573516736,-0.12848805263638496,0.0,0.0,0.027808737151206596,0.9996132622859978,0.055624645203352016,0.0,0.0,0.0,lvi_sam,0
1723528224.915714502,5.675560933847668,-0.8272743583022677,-0.14250770583748817,0.0,0.0,0.02733143330213595,0.9996264265982822,0.05466967448592183,0.0,0.0,0.0,lvi_sam,0
1723528224.915714502,5.675560933847668,-0.8272743583022677,-0.14250770583748817,0.0,0.0,0.02733143330213595,0.9996264265982822,0.05466967448592183,0.0,0.0,0.0,lvi_sam,0
1723528225.120600700,6.032878610074379,-0.88040409525231,-0.1606350727379322,0.0,0.0,0.027515348744002733,0.9996213811156182,0.0550376437604427,0.0,0.0,0.0,lvi_sam,0
1723528225.120600700,6.032878610074379,-0.88040409525231,-0.1606350727379322,0.0,0.0,0.027515348744002733,0.9996213811156182,0.0550376437604427,0.0,0.0,0.0,lvi_sam,0
1723528225.320373535,6.4045826563793495,-0.9514591701284665,-0.16492082551121712,0.0,0.0,0.02732474890348575,0.9996266093383877,0.054656300693750416,0.0,0.0,0.0,lvi_sam,0
1723528225.320373535,6.4045826563793495,-0.9514591701284665,-0.16492082551121712,0.0,0.0,0.02732474890348575,0.9996266093383877,0.054656300693750416,0.0,0.0,0.0,lvi_sam,0
1723528225.521684885,6.7798042173616215,-1.0101290394293247,-0.1704326905310154,0.0,0.0,0.02850075946783819,0.9995937708438145,0.05700923874974253,0.0,0.0,0.0,lvi_sam,0
1723528225.521684885,6.7798042173616215,-1.0101290394293247,-0.1704326905310154,0.0,0.0,0.02850075946783819,0.9995937708438145,0.05700923874974253,0.0,0.0,0.0,lvi_sam,0
1723528225.724670172,7.150453208996741,-1.0734999012074302,-0.17589667811989784,0.0,0.0,0.030304587847730075,0.9995407105042692,0.06061845645308493,0.0,0.0,0.0,lvi_sam,0
1723528225.724670172,7.150453208996741,-1.0734999012074302,-0.17589667811989784,0.0,0.0,0.030304587847730075,0.9995407105042692,0.06061845645308493,0.0,0.0,0.0,lvi_sam,0
1723528225.927097559,7.524064424373539,-1.122571828976762,-0.17163172736763954,0.0,0.0,0.03341469350770757,0.9994415732086523,0.06684182956814766,0.0,0.0,0.0,lvi_sam,0
1723528225.927097559,7.524064424373539,-1.122571828976762,-0.17163172736763954,0.0,0.0,0.03341469350770757,0.9994415732086523,0.06684182956814766,0.0,0.0,0.0,lvi_sam,0
1723528226.128381252,7.847847991742478,-1.1630127516518236,-0.17232291772961617,0.0,0.0,0.03690643642776261,0.9993187254075666,0.07382963970303538,0.0,0.0,0.0,lvi_sam,0
1723528226.128381252,7.847847991742478,-1.1630127516518236,-0.17232291772961617,0.0,0.0,0.03690643642776261,0.9993187254075666,0.07382963970303538,0.0,0.0,0.0,lvi_sam,0
1723528226.328534842,8.206134787908027,-1.2080439719134255,-0.19306986406445503,0.0,0.0,0.04033232136707728,0.9991863208897241,0.0806865282356739,0.0,0.0,0.0,lvi_sam,0
1723528226.328534842,8.206134787908027,-1.2080439719134255,-0.19306986406445503,0.0,0.0,0.04033232136707728,0.9991863208897241,0.0806865282356739,0.0,0.0,0.0,lvi_sam,0
1723528226.531059027,8.56368044969222,-1.2468062325328289,-0.19477616623044014,0.0,0.0,0.043762027098381666,0.9990419835944035,0.08755201473832129,0.0,0.0,0.0,lvi_sam,0
1723528226.531059027,8.56368044969222,-1.2468062325328289,-0.19477616623044014,0.0,0.0,0.043762027098381666,0.9990419835944035,0.08755201473832129,0.0,0.0,0.0,lvi_sam,0
1723528226.732250690,8.914297105545286,-1.2870862644062506,-0.20115839317440987,0.0,0.0,0.046755958397557376,0.9989063421333984,0.09354602172970775,0.0,0.0,0.0,lvi_sam,0
1723528226.732250690,8.914297105545286,-1.2870862644062506,-0.20115839317440987,0.0,0.0,0.046755958397557376,0.9989063421333984,0.09354602172970775,0.0,0.0,0.0,lvi_sam,0
1723528226.933013916,9.264225345824828,-1.3268964397629675,-0.207040224224329,0.0,0.0,0.0500265020124325,0.9987478906592995,0.10009478405117987,0.0,0.0,0.0,lvi_sam,0
1723528226.933013916,9.264225345824828,-1.3268964397629675,-0.207040224224329,0.0,0.0,0.0500265020124325,0.9987478906592995,0.10009478405117987,0.0,0.0,0.0,lvi_sam,0
1723528227.136020899,9.624449118539195,-1.3572591265949363,-0.2148808278143406,0.0,0.0,0.053072512107448865,0.9985906611112507,0.10619491711258888,0.0,0.0,0.0,lvi_sam,0
1723528227.136020899,9.624449118539195,-1.3572591265949363,-0.2148808278143406,0.0,0.0,0.053072512107448865,0.9985906611112507,0.10619491711258888,0.0,0.0,0.0,lvi_sam,0
1723528227.338086605,9.96009982348521,-1.4015523136470673,-0.20815350487828255,0.0,0.0,0.05609505732292034,0.9984254326407848,0.11224903538823129,0.0,0.0,0.0,lvi_sam,0
1723528227.338086605,9.96009982348521,-1.4015523136470673,-0.20815350487828255,0.0,0.0,0.05609505732292034,0.9984254326407848,0.11224903538823129,0.0,0.0,0.0,lvi_sam,0
1723528227.537551641,10.289552480693684,-1.4376219567572095,-0.2168530710041523,0.0,0.0,0.059530269108741936,0.9982265008803567,0.11913097277283669,0.0,0.0,0.0,lvi_sam,0
1723528227.537551641,10.289552480693684,-1.4376219567572095,-0.2168530710041523,0.0,0.0,0.059530269108741936,0.9982265008803567,0.11913097277283669,0.0,0.0,0.0,lvi_sam,0
