stamp,time_from_start_s,gt_stamp,match_dt_s,output_x_m,output_y_m,output_z_m,output_yaw_rad,gt_x_m,gt_y_m,gt_z_m,gt_yaw_rad,x_error_m,y_error_m,z_error_m,yaw_error_rad,yaw_error_deg,position_error_m
1723528213.2172084,0.0,1723528213.8162684,-0.59906005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723528213.2172084,0.0,1723528213.8162684,-0.59906005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723528213.4178932,0.2006847858428955,1723528213.8162684,-0.3983752727508545,-0.0020759515464305878,0.001589179621078074,-0.0014906947035342455,-0.00016788576613180345,0.0,0.0,0.0,0.0,-0.0020759515464305878,0.001589179621078074,-0.0014906947035342455,-0.00016788576613180347,-0.009619145839672716,0.003009524445875536
1723528213.4178932,0.2006847858428955,1723528213.8162684,-0.3983752727508545,-0.0020759515464305878,0.001589179621078074,-0.0014906947035342455,-0.00016788576613180345,0.0,0.0,0.0,0.0,-0.0020759515464305878,0.001589179621078074,-0.0014906947035342455,-0.00016788576613180347,-0.009619145839672716,0.003009524445875536
1723528213.6204445,0.40323615074157715,1723528213.8162684,-0.19582390785217285,0.0015875549288466573,0.0022397167049348354,0.00048407050780951977,-0.00034020948805846263,0.0,0.0,0.0,0.0,0.0015875549288466573,0.0022397167049348354,0.00048407050780951977,-0.00034020948805846263,-0.019492567816056287,0.0027876487990778965
1723528213.6204445,0.40323615074157715,1723528213.8162684,-0.19582390785217285,0.0015875549288466573,0.0022397167049348354,0.00048407050780951977,-0.00034020948805846263,0.0,0.0,0.0,0.0,0.0015875549288466573,0.0022397167049348354,0.00048407050780951977,-0.00034020948805846263,-0.019492567816056287,0.0027876487990778965
1723528213.8237867,0.6065783500671387,1723528213.8162684,0.007518291473388672,-0.001495803939178586,0.0036910208873450756,0.0005986625328660011,-0.0005154697573743762,0.0,0.0,0.0,0.0,-0.001495803939178586,0.0036910208873450756,0.0005986625328660011,-0.0005154697573743763,-0.029534241564184303,0.004027339251110755
1723528213.8237867,0.6065783500671387,1723528213.8162684,0.007518291473388672,-0.001495803939178586,0.0036910208873450756,0.0005986625328660011,-0.0005154697573743762,0.0,0.0,0.0,0.0,-0.001495803939178586,0.0036910208873450756,0.0005986625328660011,-0.0005154697573743763,-0.029534241564184303,0.004027339251110755
1723528214.0256374,0.8084290027618408,1723528214.0182934,0.00734400749206543,2.651690738275647e-05,0.002687915926799178,0.001704376540146768,-0.0002738071489147841,-0.004325000000000001,0.005633,-0.0017490000000000001,-0.0012780279,0.004351516907382757,-0.002945084073200822,0.003453376540146768,0.0010042207510852158,0.05753761073664045,0.006287688694702943
1723528214.0256374,0.8084290027618408,1723528214.0182934,0.00734400749206543,2.651690738275647e-05,0.002687915926799178,0.001704376540146768,-0.0002738071489147841,-0.004325000000000001,0.005633,-0.0017490000000000001,-0.0012780279,0.004351516907382757,-0.002945084073200822,0.003453376540146768,0.0010042207510852158,0.05753761073664045,0.006287688694702943
