ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1782386041.9419339,startup,none,none,fusion_node_started,0.0,0.0
1723528215.1970189,1782386064.4024937,switch,none,fast_livo2,initial_healthy_source,0.0,0.0
1723528230.1660159,1782386094.3406246,alignment_overlap_reset,fast_livo2,orbslam3,"fast_livo2_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528230.1660159,1782386094.342655,switch,fast_livo2,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",2.423651445728339e-16,0.0
1723528230.1660159,1782386094.3447232,switch_applied,fast_livo2,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528243.8317785,1782386121.6738548,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,0.0,0.0
1723528243.9326084,1782386121.8747172,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.013908611916433911,0.02721378397170164
1723528254.5680027,1782386143.1444774,alignment_overlap_reset,fast_livo2,orbslam3,"fast_livo2_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528254.5680027,1782386143.1463158,switch,fast_livo2,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",7.971988878370802e-15,0.0
1723528254.5680027,1782386143.148045,switch_applied,fast_livo2,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",0.0,2.091309789151873e-06
1723528269.3677125,1782386172.7440372,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,5.3302268750589315e-15,0.0
1723528269.4647226,1782386172.9388087,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.005706868846734163,0.01129332467317494
1723528279.1678545,1782386192.344108,alignment_overlap_reset,fast_livo2,orbslam3,"fast_livo2_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528279.1678545,1782386192.3454964,switch,fast_livo2,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",7.105427357601002e-15,0.0
1723528279.1678545,1782386192.3465605,switch_applied,fast_livo2,orbslam3,"active_unhealthy:lidar_unavailable,stale_pose",0.0,0.0
1723528304.6662488,1782386243.3413568,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,0.0,0.0
1723528304.7669888,1782386243.5425382,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.024124722339775268,0.010848102997653238
1723528354.9660463,1782386343.941013,switch,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,2.220446049250313e-16,0.0
1723528354.9660463,1782386343.94432,switch_applied,fast_livo2,orbslam3,active_unhealthy:unrealistic_acceleration,0.0,0.0
1723528358.431194,1782386350.8710525,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,7.105427357601002e-15,0.0
1723528358.6307104,1782386351.2743304,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.01336236608724999,0.05350448310905354
1723528404.3652372,1782386442.7395413,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:process_not_present,0.0,0.0
1723528404.3652372,1782386442.742088,switch,fast_livo2,orbslam3,active_unhealthy:process_not_present,2.865666069755988e-14,0.0
1723528404.3652372,1782386442.743898,switch_applied,fast_livo2,orbslam3,active_unhealthy:process_not_present,0.0,0.0
1723528454.2641022,1782386542.5366092,switch,orbslam3,fast_livo2,primary_recovered_and_consistent,0.0,0.0
1723528454.2641022,1782386542.5384,switch_applied,orbslam3,fast_livo2,primary_recovered_and_consistent,0.0,0.0
1723528475.1640606,1782386584.3366342,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:lidar_unavailable,0.0,0.0
1723528475.1640606,1782386584.338435,switch,fast_livo2,orbslam3,active_unhealthy:lidar_unavailable,0.0,0.0
1723528475.1640606,1782386584.3407652,switch_applied,fast_livo2,orbslam3,active_unhealthy:lidar_unavailable,0.0,0.0
