ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1782061768.5826087,startup,none,none,fusion_node_started,0.0,0.0
1723528215.697057,1782061786.9365878,switch,none,lvisam,initial_healthy_source,0.0,0.0
1723528216.1660542,1782061787.8744304,failure,lvisam,none,both_estimators_unhealthy,0.0,0.0
1723528217.6991317,1782061790.9403546,switch,none,lvisam,initial_healthy_source,5.551115123125783e-17,0.0
1723528217.6991317,1782061790.9433122,output_gap,lvisam,lvisam,gap_sec=1.816,0.0,0.0
1723528217.6991317,1782061790.9463027,switch_applied,none,lvisam,initial_healthy_source,0.0,0.0
