ros_time,wall_time,event,from_source,to_source,reason,pose_jump_m,orientation_jump_deg
0.0,1783164381.722084,startup,none,none,fusion_node_started,0.0,0.0
1723528213.1917007,1783164394.3113842,bag_clock_started,none,none,waiting_for_localization_start_delay,0.0,0.0
1723528221.1943536,1783164402.3147523,switch,none,fast_livo2,initial_healthy_source,0.0,0.0
1723528382.3327034,1783164563.462066,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528383.5854812,1783164564.7208266,output_gap,fast_livo2,fast_livo2,gap_sec=1.628,0.0,0.0
1723528391.3216724,1783164572.4428325,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528391.9929855,1783164573.1133385,output_gap,fast_livo2,fast_livo2,gap_sec=1.134,0.0,0.0
1723528427.1533313,1783164608.2912986,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
1723528427.1943538,1783164608.314757,output_gap,fast_livo2,fast_livo2,gap_sec=1.199,0.0,0.0
1723528436.1557112,1783164617.2773163,alignment_overlap_reset,fast_livo2,orbslam3,fast_livo2_unhealthy:pose_rate_too_low,0.0,0.0
